session,gross_return,transaction_cost,borrow_cost,net_return,gross,net,turnover,long_pnl,short_pnl,cost_drag,segment
2020-01-16,-7.431626135615547e-05,0.0,2.122071675957204e-05,-9.55369781157275e-05,0.5153484081753679,-0.00102236630755188,0.0,0.0022309754041529156,-0.0023052916655090716,2.122071675957204e-05,train
2020-01-17,-0.0005644190665003885,8.773843459126973e-05,2.0674389189692456e-05,-0.0006728318902813506,0.5030768036158503,5.342948306008566e-16,0.2500000099999994,0.0003717667332568373,-0.0009361857997572258,0.00010841282378096218,train
2020-01-21,-0.0008078200684113137,0.0,8.306123011548648e-05,-0.0008908812985268002,0.504724350787876,-0.0005647990813333649,0.0,-0.0015311131185778498,0.0007232930501665353,8.306123011548648e-05,train
2020-01-22,8.736067002043042e-05,0.0,2.0724321695645613e-05,6.66363483247848e-05,0.5029179848465241,-0.0013738430808525257,0.0,0.00033801282070721557,-0.00025065215068678496,2.0724321695645613e-05,train
2020-01-23,9.197891341977975e-05,8.772772373590505e-05,1.987296912459792e-05,-1.5621779440723222e-05,0.4835755820318831,2.983724378680108e-16,0.2500000099999994,0.0006156642191707112,-0.0005236853057509316,0.00010760069286050297,train
2020-01-24,-0.0021146107087674196,0.0,1.9916322880871173e-05,-0.002134527031648291,0.4847225037848488,9.198035031681914e-05,0.0,-0.0035367389401551354,0.0014221282313877145,1.9916322880871173e-05,train
2020-01-27,-0.0006478213265773056,0.0,5.9525365388419205e-05,-0.0007073466919657248,0.4807898956420974,-0.002026956952858469,0.0,-0.0041055056171808504,0.0034576842906035455,5.9525365388419205e-05,train
2020-01-28,0.0002944223995746207,8.772923492491937e-05,1.9170368280169637e-05,0.00018752279636953168,0.4664789614841283,4.996003610813204e-16,0.25000000999999966,0.002383840722229898,-0.0020894183226552758,0.00010689960320508901,train
2020-01-29,-0.0002770057443312048,0.0,1.933847488810208e-05,-0.00029634421921930686,0.47086392280949874,0.0002943671990148014,0.0,-0.0011113545279443954,0.0008343487836131906,1.933847488810208e-05,train
2020-01-30,-0.0013332167489029162,0.0,1.9275610491491386e-05,-0.0013524923593944075,0.46905722189413257,1.7366601175478752e-05,0.0,0.00030805251216158204,-0.0016412692610644985,1.9275610491491386e-05,train
2020-01-31,-0.0004332561346325021,8.773277445343844e-05,1.9515277811191886e-05,-0.0005405041868971325,0.4748717600723361,2.2898349882893854e-16,0.25000000999999983,-0.0048621823503534195,0.004428926215720913,0.00010724805226463033,train
2020-02-03,-0.0022316287195544332,0.0,5.7484840232007215e-05,-0.0022891135597864405,0.46583243588825185,-0.00043349043802901055,0.0,0.0007096958078816788,-0.002941324527436112,5.7484840232007215e-05,train
2020-02-04,-0.0012498183221325756,0.0,1.9447884527735835e-05,-0.0012692662066603115,0.4705606229262116,-0.002671233915360477,0.0,0.003740554345040864,-0.004990372667173441,1.9447884527735835e-05,train
2020-02-05,0.005879286975649656,8.772840190861485e-05,1.8743626500530263e-05,0.005772814947240511,0.456094911512903,-1.249000902703301e-16,0.2500000099999993,0.005234644858654133,0.000644642116995523,0.00010647202840914512,train
2020-02-06,-0.0008604432111826128,0.0,1.8583363896072338e-05,-0.0008790265750786851,0.4580407298826501,0.005845541744889906,0.0,-0.00020675565595090447,-0.0006536875552317082,1.8583363896072338e-05,train
2020-02-07,-0.0010109446834297153,0.0,1.865348855249352e-05,-0.001029598171982209,0.45889103920045354,0.004989484423111156,0.0,-0.0023201177736520136,0.0013091730902222995,1.865348855249352e-05,train
2020-02-10,-0.0008381163335799762,8.772562593205146e-05,4.933472422398486e-05,-0.0009751766837360126,0.4001594298167661,1.734723475976807e-17,0.25000000999999966,0.0008208683290053014,-0.0016589846625852773,0.00013706035015603632,train
2020-02-11,0.0008029681798567512,0.0,1.6597448423147516e-05,0.0007863707314336037,0.4030323105203684,-0.0008389344428878544,0.0,0.001692580628386074,-0.000889612448529323,1.6597448423147516e-05,train
2020-02-12,0.0010320228303014251,0.0,1.6657468308995512e-05,0.0010153653619924296,0.40529579084978634,-3.5938002437840844e-05,0.0,0.0022584394825313184,-0.0012264166522298944,1.6657468308995512e-05,train
2020-02-13,-0.0004153249461328897,8.773070226032527e-05,1.4723191051478246e-05,-0.0005177788394446932,0.3582643155859705,-1.249000902703301e-16,0.2500000099999995,-0.0005300985750335665,0.00011477362890067655,0.0001024538933118035,train
2020-02-14,-0.0007249417701099001,0.0,1.4721380021590112e-05,-0.0007396631501314902,0.3578047070880202,-0.00041554010400581334,0.0,-0.00020483832993578452,-0.0005201034401741155,1.4721380021590112e-05,train
2020-02-18,-0.0010289502085257423,0.0,5.9100227258465986e-05,-0.0010880504357842083,0.35838505641804874,-0.0011413260709526828,0.0,-0.0006573920109499142,-0.00037155819757582774,5.9100227258465986e-05,train
2020-02-19,-2.4208601885641976e-06,8.773868656172488e-05,1.663065550646856e-05,-0.00010679020225675763,0.40467928399073505,1.0061396160665481e-16,0.2500000099999996,0.0011594134421985458,-0.0011618343023871102,0.00010436934206819344,train
2020-02-20,0.0004816949964149005,0.0,1.6727935116376163e-05,0.00046496706129852436,0.40704400004641306,-2.4211187402249645e-06,0.0,-0.0002981992364646604,0.0007798942328795611,1.6727935116376163e-05,train
2020-02-21,0.0006946318721314181,0.0,1.6656089687448346e-05,0.0006779757824439698,0.4057772335292529,0.00047905113467637886,0.0,-0.0016846267972145253,0.002379258669345941,1.6656089687448346e-05,train
2020-02-24,-0.0009958434394656205,8.774194205094906e-05,4.7533774814531505e-05,-0.0011311191563311012,0.38555172905120016,1.2836953722228372e-16,0.25000000999999916,-0.0067413034911975814,0.005745460051731964,0.00013527571686548057,train
2020-02-25,-0.0007990978253914515,0.0,1.5389769674841535e-05,-0.000814487595066293,0.3734874242885321,-0.0009969711326118982,0.0,-0.006532674478957358,0.0057335766535659095,1.5389769674841535e-05,train
2020-02-26,-0.0005358935392925644,0.0,1.4930677650938602e-05,-0.0005508242169435031,0.36151562314648433,-0.001797533026355035,0.0,-0.002012702495701931,0.001476808956409367,1.4930677650938602e-05,train
2020-02-27,0.00034267879561224114,8.773982114992666e-05,1.4589847176298155e-05,0.0002403491272860163,0.35501961462325504,-7.719519468096792e-17,0.2500000099999996,-0.0072284171762321365,0.0075710959718443775,0.00010232966832622481,train
2020-02-28,0.0004166330893432456,0.0,1.3964209030144983e-05,0.00040266888031310064,0.340138349519715,0.0003425964528537082,0.0,-0.0013598384132419298,0.001776471502585175,1.3964209030144983e-05,train
2020-03-02,-0.0011863738955013678,0.0,4.143790726558321e-05,-0.001227811802766951,0.3368663939902047,0.0007589239471409203,0.0,0.006111152205633733,-0.007297526101135101,4.143790726558321e-05,train
2020-03-03,-0.000479615363931934,8.778436225880021e-05,1.6539951146007477e-05,-0.0005839396773367416,0.4024721445528486,2.0816681711721685e-17,0.25000000999999966,-0.0053914801933345686,0.004911864829402636,0.0001043243134048077,train
2020-03-04,-0.0014424670775860997,0.0,1.6145664322537216e-05,-0.001458612741908637,0.3923979362543954,-0.0004798955940102283,0.0,0.007113025215574455,-0.008555492293160556,1.6145664322537216e-05,train
2020-03-05,-0.00312329997980836,0.0,1.6873467324359764e-05,-0.0031401734471327197,0.4086625341425714,-0.0019251707501828988,0.0,-0.008768581690149933,0.005645281710341575,1.6873467324359764e-05,train
2020-03-06,-0.0007853947228239726,8.783385554052582e-05,1.851733777000951e-05,-0.0008917459161345079,0.45058855240356466,-9.020562075079397e-17,0.25000000999999994,-0.004804752645042687,0.004019357922218717,0.00010635119331053533,train
2020-03-09,-0.004576364550174138,0.0,5.4609636674350954e-05,-0.004630974186848489,0.44215873508259634,-0.0007860957204724843,0.0,-0.02115566794503568,0.01657930339486154,5.4609636674350954e-05,train
2020-03-10,0.0015331126895056126,0.0,1.6918880653550073e-05,0.0015161938088520625,0.4063053533460229,-0.005387409223695544,0.0,0.01009657520041964,-0.008563462510914027,1.6918880653550073e-05,train
2020-03-11,-0.0037472980644674397,8.793218217586403e-05,1.5289395255658846e-05,-0.0038505196418989625,0.3720419512210319,2.7755575615628914e-17,0.25000000999999994,-0.012252744886816528,0.008505446822349091,0.00010322157743152288,train
2020-03-12,-0.005384944922186972,0.0,1.4646714898048081e-05,-0.00539959163708502,0.3526416129691549,-0.003761782883348299,0.0,-0.020940102124119057,0.015555157201932087,1.4646714898048081e-05,train
2020-03-13,-0.0021066497189874134,0.0,1.344078356921259e-05,-0.002120090502556626,0.3178626823243237,-0.009196384526516069,0.0,0.011884261459490921,-0.013990911178478347,1.344078356921259e-05,train
2020-03-16,-0.00417271412287294,8.801292823360657e-05,4.8093355331196014e-05,-0.0043088204064377425,0.39009054879747834,-4.570996359198887e-16,0.2500000099999997,-0.027000900083347962,0.02282818596047502,0.0001361062835648026,train
2020-03-17,-0.004019624654248311,0.0,1.4216083738418383e-05,-0.004033840737986729,0.3417339328972955,-0.004190771404218605,0.0,0.005579999549897979,-0.009599624204146283,1.4216083738418383e-05,train
2020-03-18,-0.00448774058064956,0.0,1.5065867256068984e-05,-0.004502806447905629,0.358359120269512,-0.008243649628166696,0.0,-0.01579505736675481,0.011307316786105243,1.5065867256068984e-05,train
2020-03-19,0.015594919973003695,8.817592171855872e-05,1.6248065019959036e-05,0.015490495986265177,0.3953695821523364,-1.6393136847980827e-16,0.2500000099999999,0.014550212682216873,0.001044707290786822,0.00010442398673851776,train
2020-03-20,0.0058475462891129,0.0,1.5915657242655498e-05,0.0058316306318702445,0.40263802483612465,0.015357031931507571,0.0,-0.0036896577987643956,0.009537204087877301,1.5915657242655498e-05,train
2020-03-23,0.0014163176518554451,0.0,4.51321384030394e-05,0.0013711855134524056,0.3871534271643976,0.021081637895300237,0.0,-0.004447996315569496,0.005864313967424944,4.51321384030394e-05,train
2020-03-24,0.005583748829816719,8.827885173050811e-05,1.2424920159373774e-05,0.0054830450579268376,0.3023397238780947,-4.193694003173931e-16,0.2500000099999996,0.018912296796592225,-0.013328547966775493,0.00010070377188988189,train
2020-03-25,0.00891945724113203,0.0,1.3446688453860978e-05,0.00890601055267817,0.33275605221387583,0.0055532998365920875,0.0,0.009574745726025288,-0.000655288484893259,1.3446688453860978e-05,train
2020-03-26,0.0032963527457647917,0.0,1.3381373131071799e-05,0.00328297137263372,0.33995841320928083,0.014345000353200337,0.0,0.01185306055851522,-0.008556707812750428,1.3381373131071799e-05,train
2020-03-27,0.00040600045932839124,8.822048139480907e-05,1.0515908843854138e-05,0.00030726406908972804,0.2558871152004503,-3.2829641782861074e-16,0.25000000999999966,-0.005054086228518404,0.005460086687846795,9.873639023866321e-05,train
2020-03-30,-0.000176438475907403,0.0,3.019212683086936e-05,-0.00020663060273827237,0.24529757115423445,0.0004058757482940994,0.0,0.002375942810314319,-0.0025523812862217224,3.019212683086936e-05,train
2020-03-31,0.0003331769579057867,0.0,1.0275950366025394e-05,0.00032290100753976135,0.2502776102642313,0.00022948469094670725,0.0,-0.0015771678917910227,0.0019103448496968095,1.0275950366025394e-05,train
2020-04-01,-0.0004878316862436618,8.816634506606324e-05,1.0781118203086298e-05,-0.0005867791495128114,0.2623405429417659,-6.652664530371055e-16,0.25000000999999966,-0.0077481748643647005,0.007260343178121039,9.894746326914954e-05,train
2020-04-02,-0.001336423119381888,0.0,1.0190357157004083e-05,-0.001346613476538892,0.24747723938332924,-0.00048811810377012536,0.0,0.0018084117534835505,-0.0031448348728654388,1.0190357157004083e-05,train
2020-04-03,-0.0005301075431996615,0.0,1.0462926253092208e-05,-0.0005405704694527537,0.2527708706705998,-0.0018270014879773824,0.0,-0.002227649834528592,0.0016975422913289293,1.0462926253092208e-05,train
2020-04-06,0.0043214357677186024,8.82351049801437e-05,3.831931893707337e-05,0.004194881343801386,0.3108122536007063,4.5102810375396984e-17,0.25000000999999933,0.014610202603006451,-0.010288766835287856,0.00012655442391721708,train
2020-04-07,0.0011244282071001589,0.0,1.3561867954143653e-05,0.0011108663391460152,0.3343088371350349,0.0043033835842060456,0.0,0.0024251749962199334,-0.0013007467891197756,1.3561867954143653e-05,train
2020-04-08,0.002626363043432763,0.0,1.3653611311925598e-05,0.0026127094321208373,0.3376596641653661,0.005421788908509789,0.0,0.009447087188352287,-0.006820724144919519,1.3653611311925598e-05,train
2020-04-09,0.001577937026062872,8.8254809905187e-05,1.1587031585931175e-05,0.001478095184571754,0.28195110192432504,-1.5959455978986625e-16,0.2500000099999995,0.003413873602883109,-0.0018359365768202364,9.984184149111817e-05,train
2020-04-13,0.002183371564496021,0.0,4.6882425243630845e-05,0.00213648913925239,0.2867770283593647,0.0015756081272770128,0.0,-0.001971628558900191,0.004155000123396213,4.6882425243630845e-05,train
2020-04-14,0.000861832057471202,0.0,1.135483995919971e-05,0.0008504772175120023,0.28005207146795186,0.0037509657940922453,0.0,0.00436638283699943,-0.0035045507795282327,1.135483995919971e-05,train
2020-04-15,0.0003531623154621191,8.835600406977859e-05,1.157777605473358e-05,0.00025322853533760696,0.2817258839985175,3.400058012914542e-16,0.25000001,-0.0038573936921009358,0.004210556007563054,9.993378012451217e-05,train
2020-04-16,0.0017698732221281652,0.0,1.1228859490579238e-05,0.001758644362637586,0.2735886538447554,0.00035307290732727176,0.0,0.0002906992874066578,0.0014791739347215075,1.1228859490579238e-05,train
2020-04-17,0.0002804741669734962,0.0,1.1087784081769564e-05,0.0002693863828917266,0.2719219651663234,0.002119219176597329,0.0,0.0058770609205086284,-0.0055965867535351325,1.1087784081769564e-05,train
2020-04-20,0.0009522190357604064,8.827354357420805e-05,3.6873063132741186e-05,0.0008270724290534571,0.2990815120766785,-3.9898639947466563e-17,0.25000000999999994,-0.003024259896025303,0.003976478931785708,0.00012514660670694924,train
2020-04-21,0.0005412149325928859,0.0,1.1954300087431806e-05,0.0005292606325054541,0.2918394009266495,0.0009514321324754806,0.0,-0.004400266305889564,0.0049414812384824475,1.1954300087431806e-05,train
2020-04-22,0.0005055225523661711,0.0,1.1542042195989789e-05,0.0004939805101701814,0.28234821758605116,0.0014918574836329714,0.0,0.003614996670723624,-0.0031094741183574524,1.1542042195989789e-05,train
2020-04-23,0.0006763499442310205,8.82586160828556e-05,1.3046125282671141e-05,0.0005750452028654938,0.31745571521166427,-1.5959455978986625e-16,0.25000000999999955,0.0007575211138140007,-8.117116958298044e-05,0.00010130474136552674,train
2020-04-24,-0.0014905215305111785,0.0,1.30452952511964e-05,-0.001503566825762375,0.3181114790150772,0.0006759612359647955,0.0,0.0014357157081942803,-0.002926237238705458,1.30452952511964e-05,train
2020-04-27,0.0006337520771645627,0.0,3.991744224478759e-05,0.0005938346349197752,0.3229590224341896,-0.0008157868846430279,0.0,0.003959419016718094,-0.0033256669395535315,3.991744224478759e-05,train
2020-04-28,-3.564604531132773e-05,8.826203768665003e-05,1.3243871290948099e-05,-0.00013715195428892586,0.3222675347464037,-5.377642775528102e-17,0.25000001,0.0015187089512881953,-0.0015543549965995232,0.00010150590897759813,train
2020-04-29,-0.0005368992548568288,0.0,1.337346069241763e-05,-0.0005502727155492464,0.32538522591392227,-3.565093490677344e-05,0.0,0.0059686259030219515,-0.0065055251578787785,1.337346069241763e-05,train
2020-04-30,0.001415688245029858,0.0,1.391581888577284e-05,0.0014017724261440852,0.33804539413183077,-0.0005728654219749937,0.0,-0.00285877880805629,0.004274467053086149,1.391581888577284e-05,train
2020-05-01,0.0014063104601395996,8.826131552416597e-05,1.3105716918886518e-05,0.0013049434276965473,0.3189057783595716,-3.642919299551295e-16,0.25000000999999916,-0.00538104279777929,0.006787353257918887,0.0001013670324430525,train
2020-05-04,-0.00084227894488293,0.0,3.759449810942672e-05,-0.0008798734429923568,0.3063376290282169,0.0014044776962002271,0.0,0.0008137088820658317,-0.0016559878269487615,3.759449810942672e-05,train
2020-05-05,0.0008704039458143514,0.0,1.267876366576472e-05,0.0008577251821485866,0.3090792763843013,0.0005626938506930607,0.0,0.0013830946148889079,-0.0005126906690745557,1.267876366576472e-05,train
2020-05-06,-0.0006435750007437761,8.82666832045338e-05,1.2818425728092824e-05,-0.0007446601096764027,0.3119150260502588,1.0061396160665481e-16,0.2500000099999997,-0.0021711430920348064,0.0015275680912910292,0.00010108510893262662,train
2020-05-07,-0.0007475525346197939,0.0,1.2702331105617131e-05,-0.0007602548657254111,0.3084460023008356,-0.0006440546025146205,0.0,0.0023374020871878894,-0.0030849546218076835,1.2702331105617131e-05,train
2020-05-08,0.0011871279342637873,0.0,1.2965746291444145e-05,0.001174162187972343,0.31410716050696574,-0.0013926659181750355,0.0,0.004605091570683348,-0.003417963636419562,1.2965746291444145e-05,train
2020-05-11,-0.00018753381626976574,8.826103858792528e-05,4.010593970671521e-05,-0.0003159007945644062,0.3253037331766901,2.2551405187698492e-17,0.2500000099999997,-0.000848969512493313,0.0006614356962235473,0.00012836697829464048,train
2020-05-12,0.00028276323835553274,0.0,1.3318489312489487e-05,0.0002694447490430433,0.32389564686017236,-0.00018759307707184002,0.0,-0.003606118364401804,0.003888881602757336,1.3318489312489487e-05,train
2020-05-13,-0.0002451532147252438,0.0,1.299535367834268e-05,-0.00025814856840358644,0.3163154173647629,9.51445250910038e-05,0.0,-0.003983252764848792,0.003738099550123551,1.299535367834268e-05,train
2020-05-14,0.0012307166709800066,8.825875395696477e-05,1.3715060957038594e-05,0.0011287428560660033,0.333733149954606,1.7520707107365752e-16,0.2500000099999995,0.003298371797398228,-0.00206765512641822,0.00010197381491400336,train
2020-05-15,-0.00018150837089929442,0.0,1.3869350283953187e-05,-0.0001953777211832476,0.3387168526507638,0.001229329074569508,0.0,0.00040538920071631106,-0.0005868975716156058,1.3869350283953187e-05,train
2020-05-18,0.0017182247633367692,0.0,4.17609244758316e-05,0.0016764638388609375,0.33977552399068683,0.0010480254644971987,0.0,0.009036238772424918,-0.007318014009088141,4.17609244758316e-05,train
2020-05-19,0.00019200790397574976,8.827000484038145e-05,1.2270329126930848e-05,9.146757000843746e-05,0.2985780087553166,-7.320533068622126e-16,0.25000000999999955,-0.0014576087963980508,0.0016496167003738015,0.0001005403339673123,train
2020-05-20,-2.8971827389398698e-05,0.0,1.2133634358603399e-05,-4.11054617480021e-05,0.2954437597357676,0.000191990343084876,0.0,0.00241530416196725,-0.002444275989356651,1.2133634358603399e-05,train
2020-05-21,0.0004940763501038504,0.0,1.2335040792536332e-05,0.0004817413093113141,0.3003156845019731,0.00016302521692228462,0.0,-0.0004987068714186071,0.0009927832215224574,1.2335040792536332e-05,train
2020-05-22,-6.397247611641033e-05,8.832915507342715e-05,1.3302037775120907e-05,-0.00016560366896495836,0.32368291919460823,-5.551115123125783e-16,0.2500000099999993,0.00042205537821250175,-0.00048602785432891207,0.00010163119284854806,train
2020-05-26,-0.0019747032661517104,0.0,5.337678047067251e-05,-0.002028080046622383,0.3246447647913094,-6.398307194843689e-05,0.0,0.0026099331739866064,-0.0045846364401383125,5.337678047067251e-05,train
2020-05-27,-0.0009713164833161092,0.0,1.3748898417648022e-05,-0.0009850653817337573,0.33251369880320564,-0.0020428293595629327,0.0,0.003158343582251435,-0.004129660065567546,1.3748898417648022e-05,train
2020-05-28,0.0027812130759097727,8.828937543236851e-05,1.5485451350554457e-05,0.0026774382491268497,0.3768126495301585,7.632783294297951e-17,0.2500000099999997,0.00037833061522324417,0.0024028824606865296,0.00010377482678292297,train
2020-05-29,0.00194575328806977,0.0,1.524713091051562e-05,0.0019305061571592544,0.37378730525656323,0.0027737864340165036,0.0,0.0019307733643960606,1.4979923673709594e-05,1.524713091051562e-05,train
2020-06-01,1.0931118730616045e-05,0.0,4.5649572271395286e-05,-3.471845354077924e-05,0.3749791990447231,0.0047104461767391095,0.0,0.0016444532606116208,-0.0016335221418810042,4.5649572271395286e-05,train
2020-06-02,-0.0009146935252923305,8.830357180401481e-05,1.539139502978976e-05,-0.001018388492126135,0.3745239457248841,0.0,0.25000000999999916,0.0014540775105378833,-0.002368771035830213,0.00010369496683380457,train
2020-06-03,-0.002170305023283342,0.0,1.5601977413836687e-05,-0.0021859070006971784,0.37873249108176416,-0.0009156259882618697,0.0,0.0033149593060175938,-0.005485264329300935,1.5601977413836687e-05,train
2020-06-04,-0.0032807411701996376,0.0,1.608798790272457e-05,-0.003296829158102362,0.38838168095241915,-0.00309269134721208,0.0,-0.0013324354815823268,-0.001948305688617311,1.608798790272457e-05,train
2020-06-05,-0.0032418891830746856,8.825556895257318e-05,1.7861414675471387e-05,-0.0033480061667027303,0.43462775710313695,-1.6653345369377348e-16,0.25000000999999933,0.005517161040275417,-0.008759050223350101,0.00010611698362804456,train
2020-06-08,-0.005230857573994294,0.0,5.593126806530559e-05,-0.0052867888420596,0.4504119503541046,-0.0032527795089296735,0.0,0.0018537455474375462,-0.007084603121431838,5.593126806530559e-05,train
2020-06-09,0.005324568726051914,0.0,1.9328236473661174e-05,0.005305240489578253,0.46179169419922217,-0.008528726659866322,0.0,-0.0018354839759472546,0.007160052701999169,1.9328236473661174e-05,train
2020-06-10,0.006045380249233687,8.821590167707745e-05,1.5845703540162297e-05,0.005941318644016447,0.38557878614394925,-5.204170427930421e-18,0.2500000099999994,-0.0005038476801789975,0.006549227929412684,0.00010406160521723975,train
2020-06-11,0.003153041966429913,0.0,1.5217001777269904e-05,0.0031378249646526434,0.37629005143620176,0.006009674855967442,0.0,-0.011661284382748889,0.014814326349178808,1.5217001777269904e-05,train
2020-06-12,-0.00330325638327491,0.0,1.3955595696381135e-05,-0.003317211978971291,0.34872021769949746,0.009134055754223226,0.0,0.00257192295420721,-0.005875179337482118,1.3955595696381135e-05,train
2020-06-15,0.0010947419680012857,8.812444796420383e-05,4.014336209939484e-05,0.000966474157937687,0.3256072703617583,1.5699247457590104e-16,0.2500000099999998,0.0023930679098051848,-0.0012983259418038987,0.00012826781006359866,train
2020-06-16,-0.00027244456021429113,0.0,1.3474809366007055e-05,-0.0002859193695802982,0.3289807128559322,0.0010936849497605746,0.0,0.0031671491504366,-0.0034395937106508896,1.3474809366007055e-05,train
2020-06-17,0.0007663343952978357,0.0,1.376145036360179e-05,0.0007525729449342339,0.3356834341128798,0.0008214752652362478,0.0,-0.0012845722818480806,0.002050906677145916,1.376145036360179e-05,train
2020-06-18,0.00012317393187073116,8.810505664825744e-05,1.3772450664293486e-05,2.1296424558180232e-05,0.3351296328311423,7.650130529057719e-16,0.2500000099999996,0.0001548247170731939,-3.165078520246266e-05,0.00010187750731255092,train
2020-06-19,-0.0006006541003143132,0.0,1.3774758745583256e-05,-0.0006144288590598964,0.3353089674512889,0.00012317130876300826,0.0,-0.0018852043346572354,0.0012845502343429226,1.3774758745583256e-05,train
2020-06-22,0.00037788409985943934,0.0,4.103274952827895e-05,0.0003368513503311604,0.332343414267133,-0.0004777763511296055,0.0,0.0006729234436681403,-0.0002950393438087014,4.103274952827895e-05,train
2020-06-23,7.50208682474508e-05,8.803831895561627e-05,1.4641317865026685e-05,-2.7658768573192162e-05,0.3562720680489825,-2.6194324487249787e-16,0.25000000999999933,0.0005047781855373116,-0.0004297573172898611,0.00010267963682064296,train
2020-06-24,1.5041565033494962e-05,0.0,1.4677046333283864e-05,3.645187002110977e-07,0.3572164837198634,7.502294328941977e-05,0.0,-0.005943390068157653,0.005958431633191149,1.4677046333283864e-05,train
2020-06-25,-0.0010725584413100796,0.0,1.4187307054907508e-05,-0.001086745748364987,0.34531453614490876,9.006447549272066e-05,0.0,0.0013165653441157912,-0.00238912378542587,1.4187307054907508e-05,train
2020-06-26,0.0012135577784943672,8.804919583466363e-05,1.5000342908841242e-05,0.0011105082397508622,0.36500834411513705,7.112366251504909e-17,0.2500000099999995,-0.0035717023854533,0.004785260163947666,0.00010304953874350487,train
2020-06-29,0.00039089188670478857,0.0,4.377249184993682e-05,0.00034711939485485173,0.3562557566125591,0.0012122116075159728,0.0,0.003529844248662384,-0.0031389523619575945,4.377249184993682e-05,train
2020-06-30,0.0006033416329523814,0.0,1.484367417399337e-05,0.0005884979587783881,0.3627986187861719,0.0016025472189998662,0.0,0.0030349308656113555,-0.002431589232658975,1.484367417399337e-05,train
2020-07-01,0.00040028173795880187,8.801408618350017e-05,1.261228993445286e-05,0.0002996553618408488,0.30689905507168685,5.30825383648903e-16,0.2500000099999998,0.0004532995266418147,-5.301778868301289e-05,0.00010062637611795303,train
2020-07-02,-0.0004052001147986302,0.0,1.261286804738137e-05,-0.0004178129828460116,0.30731328431360216,0.00040016182732217865,0.0,0.0005892792784231345,-0.0009944793932217645,1.261286804738137e-05,train
2020-07-06,-0.0012676105229013786,0.0,5.0799649071710055e-05,-0.0013184101719730887,0.3090261581261512,-5.040393418268875e-06,0.0,0.001446839503285117,-0.0027144500261864967,5.0799649071710055e-05,train
2020-07-07,-8.751787689879694e-05,8.797540847960758e-05,1.4732095235619066e-05,-0.0001902253806140236,0.35848098406673046,-2.1510571102112408e-16,0.2500000099999995,-0.0027894409906777215,0.0027019231137789235,0.00010270750371522665,train
2020-07-08,-0.0007122791544879317,0.0,1.4512780062364806e-05,-0.0007267919345502965,0.35305678032268906,-8.753452818795367e-05,0.0,0.000649221859138577,-0.001361501013626509,1.4512780062364806e-05,train
2020-07-09,-0.00043754594293088876,0.0,1.4635321088592356e-05,-0.0004521812640194811,0.35532575108548103,-0.000800395403599676,0.0,-0.0026934092303347963,0.002255863287403908,1.4635321088592356e-05,train
2020-07-10,0.00029493990676682496,8.796196331137794e-05,1.6135740024285663e-05,0.00019084220343116136,0.3926363405909512,7.806255641895632e-18,0.25000000999999944,0.0033095765147042274,-0.003014636607937402,0.0001040977033356636,train
2020-07-13,0.0018977396431859542,0.0,4.914117691638701e-05,0.0018485984662695671,0.39888442973010874,0.00029488363052502554,0.0,-0.0006392334695677415,0.002536973112753696,4.914117691638701e-05,train
2020-07-14,-0.0002589378024452699,0.0,1.614203382845005e-05,-0.00027507983627371994,0.3949780672983694,0.002188577472751547,0.0,0.003015129715963126,-0.0032740675184083964,1.614203382845005e-05,train
2020-07-15,0.002416958156876962,8.793587487676704e-05,1.3798378509760374e-05,0.0023152239034904347,0.3357605437375025,1.3704315460216776e-16,0.25000000999999955,0.004420103030659149,-0.0020031448737821873,0.00010173425338652742,train
2020-07-16,-0.0009054424595000936,0.0,1.3930767707789779e-05,-0.0009193732272078834,0.3413933895060658,0.002411375283181187,0.0,-0.0008948278026251849,-1.0614656874908676e-05,1.3930767707789779e-05,train
2020-07-17,0.0006249318012894768,0.0,1.3944460308816932e-05,0.00061098734098066,0.3408225194599366,0.001507318612057891,0.0,0.001038564251353896,-0.0004136324500644191,1.3944460308816932e-05,train
2020-07-20,0.0002595458000836276,8.791311734820518e-05,3.793743552112879e-05,0.0001336952472142936,0.307714754782489,-1.249000902703301e-16,0.25000000999999933,-0.00012191648186706719,0.0003814622819506948,0.00012585055286933397,train
2020-07-21,-0.00011180733906623137,0.0,1.2612772508367783e-05,-0.00012442011157459915,0.30717030880829826,0.00025951110468220955,0.0,0.0014271908583332856,-0.001538998197399518,1.2612772508367783e-05,train
2020-07-22,-0.0008827516000882148,0.0,1.2740850728963024e-05,-0.0008954924508171778,0.310175089883322,0.00014772214522176634,0.0,0.0006899482512521273,-0.001572699851340342,1.2740850728963024e-05,train
2020-07-23,-0.0007742438657959424,8.792466355221122e-05,1.4347867031318176e-05,-0.0008765163963794718,0.3491314310954085,-3.7643499428696714e-16,0.25000000999999944,-0.0012611261462220477,0.0004868822804261043,0.0001022725305835294,train
2020-07-24,-0.0007992235908738907,0.0,1.4320401376248332e-05,-0.0008135439922501391,0.34768817705677796,-0.0007749230985981698,0.0,-0.0012835707757445328,0.0004843471848706426,1.4320401376248332e-05,train
2020-07-27,-0.0007797376269395332,0.0,4.287665810337096e-05,-0.0008226142850429042,0.34620190957980695,-0.0015754283697575044,0.0,0.00048137880894270825,-0.0012611164358822416,4.287665810337096e-05,train
