year,net_return,gross_return,transaction_cost,borrow_cost,cost_drag,turnover,long_pnl,short_pnl,average_gross
2018,0.0032066015083294097,0.012870493345460421,0.0055301748872961885,0.004056913832792306,0.009587088720088495,15.750000629999972,-0.00258228027888263,0.015405932164217952,0.2712277706826473
2019,-0.01215783238984236,0.000902385782446169,0.007374866357034649,0.0057587528993376085,0.01313361925637226,21.00000083999997,0.06011962662542719,-0.05913042344329064,0.3828511728630556
2020,0.009289924423848683,0.022486912595281572,0.007388419323618481,0.005605092113513865,0.012993511437132347,21.000000839999966,0.04650523252839872,-0.023797012643255247,0.3721201321002658
2021,-0.01631180787797082,-0.0033834432584634033,0.007373104149668051,0.00568284421100052,0.01305594836066857,21.00000083999997,0.05158238268335896,-0.054848319298893035,0.37893128009296806
2022,-0.02299125841069183,-0.010157835265066417,0.007378194513919582,0.005670909732880632,0.013049104246800213,21.000000839999963,-0.026014375002640075,0.016004583267512196,0.3781807643061257
2023,-0.01039131145898542,0.0025551381043986687,0.00728569690092741,0.005711431526767114,0.012997128427694522,20.75000082999997,0.048469573053075796,-0.045834866362275545,0.3811253644406958
2024,-0.010930312208593529,0.002104389260064954,0.007371754086196012,0.005720375722264185,0.013092129808460197,21.00000083999997,0.0279988116080945,-0.02581324358823757,0.3770262155971785
