experiment,selectable,eligible,status,reason,train_sessions,train_total_return,train_cagr,train_annual_volatility,train_sharpe,train_max_drawdown,train_positive_day_rate,train_status,train_gross_sharpe,train_gross_cagr,train_annual_turnover,train_annual_transaction_cost,train_annual_borrow_cost,train_maximum_abs_net,train_maximum_net_budget_ratio,train_maximum_factor_budget_ratio,train_maximum_sleeve_budget_ratio,train_average_gross,train_average_eligible_assets,train_worst_calendar_year_return,development_sessions,development_total_return,development_cagr,development_annual_volatility,development_sharpe,development_max_drawdown,development_positive_day_rate,development_status,development_gross_sharpe,development_gross_cagr,development_annual_turnover,development_annual_transaction_cost,development_annual_borrow_cost,development_maximum_abs_net,development_maximum_net_budget_ratio,development_maximum_factor_budget_ratio,development_maximum_sleeve_budget_ratio,development_average_gross,development_average_eligible_assets,development_worst_calendar_year_return
T00,False,False,COMPLETED,OK,2267,0.8053535477740101,0.06787272199506034,0.09691084136226215,0.7261237235857818,-0.15234304351572758,0.5319805910895457,COMPLETED,0.7832106832366987,0.0737973663537308,7.87267258829238,0.00163100509708684,0.003903396111860124,0.6000000000220903,1.0000000000368172,1.0000000000770333,1.0,0.9938989873401598,18.922737306843267,-0.060793952178518906,1007,0.22254306773808685,0.05156883416678393,0.08441006921557152,0.6379378817968135,-0.16433195402504397,0.5134061569016882,COMPLETED,0.7044891698693833,0.05749014436538613,7.303845322738737,0.0015231018501927714,0.004092949010232148,0.5000000000073327,0.8333333333455545,1.0000000001170506,1.0,0.9997919965290316,19.0,-0.09405830121324144
T01,True,False,COMPLETED,OK,2267,0.7898311334198873,0.06684817742589666,0.1015044094255609,0.6883389766289247,-0.14341637251255435,0.5416850463167181,COMPLETED,0.7325727564344777,0.07165134011914076,7.451070793838768,0.0015411839646648803,0.002952519300078715,0.6000000003279388,1.0000000005465646,1.0000000002369356,1.0,0.9939163845699667,18.922737306843267,-0.050079817082725686,1007,0.18453467106509636,0.04329038125121221,0.08391500132838346,0.5470639846447524,-0.14678983794114642,0.5342601787487586,COMPLETED,0.5965060090224856,0.047621722837174696,7.175995463708592,0.0014879021563642134,0.0026549430336866493,0.6000000005424818,1.0000000009041363,1.0000000001209297,1.0,1.0005068501673688,19.0,-0.07248673653720628
