session,experiment,rolling_63d_correlation
2018-11-29,S00,0.3569181303714404
2018-11-30,S00,0.36175865164339954
2018-12-03,S00,0.34937926239666056
2018-12-04,S00,0.3676434207227053
2018-12-06,S00,0.36842452120622987
2018-12-07,S00,0.3471170886367358
2018-12-10,S00,0.33907365911021364
2018-12-11,S00,0.33777851299073647
2018-12-12,S00,0.34654002812082274
2018-12-13,S00,0.3449141574563573
2018-12-14,S00,0.3324677895075737
2018-12-17,S00,0.3334418205699744
2018-12-18,S00,0.3344405241016472
2018-12-19,S00,0.3502484772143367
2018-12-20,S00,0.3497039552097947
2018-12-21,S00,0.3521425941219098
2018-12-24,S00,0.3246939810822497
2018-12-26,S00,0.32566766237152284
2018-12-27,S00,0.30759801484252897
2018-12-28,S00,0.3037891562809198
2018-12-31,S00,0.2979006555832378
2019-01-02,S00,0.30060107632009536
2019-01-03,S00,0.255288843974147
2019-01-04,S00,0.2703447253186268
2019-01-07,S00,0.24389191839573707
2019-01-08,S00,0.2296654364635105
2019-01-09,S00,0.2288683724308934
2019-01-10,S00,0.22526408884446297
2019-01-11,S00,0.1975232403066498
2019-01-14,S00,0.24496070177355345
2019-01-15,S00,0.23324171176262531
2019-01-16,S00,0.22672065637496924
2019-01-17,S00,0.19731940623956254
2019-01-18,S00,0.19596613639256708
2019-01-22,S00,0.21424077449283532
2019-01-23,S00,0.2150378624561132
2019-01-24,S00,0.21502626116106932
2019-01-25,S00,0.2114632175453969
2019-01-28,S00,0.177379239761158
2019-01-29,S00,0.15167540824092232
2019-01-30,S00,0.19001262921895506
2019-01-31,S00,0.18419145063372053
2019-02-01,S00,0.187694620259246
2019-02-04,S00,0.1754929002959578
2019-02-05,S00,0.15225545642162397
2019-02-06,S00,0.15466605520004556
2019-02-07,S00,0.15528633768945557
2019-02-08,S00,0.15207747183154421
2019-02-11,S00,0.14162703430372747
2019-02-12,S00,0.1550224928281295
2019-02-13,S00,0.14531096994756618
2019-02-14,S00,0.12192352846857851
2019-02-15,S00,0.1355386776182213
2019-02-19,S00,0.12054187532338519
2019-02-20,S00,0.11718357419667623
2019-02-21,S00,0.11692903407375389
2019-02-22,S00,0.07178283158129549
2019-02-25,S00,0.05677315166549255
2019-02-26,S00,0.053375292847634634
2019-02-27,S00,0.04945928273821707
2019-02-28,S00,0.05514623626551276
2019-03-01,S00,0.040273038218296815
2019-03-04,S00,0.027588321742896812
2019-03-05,S00,0.031727777751324224
2019-03-06,S00,0.03112821642877547
2019-03-07,S00,0.04408339062400055
2019-03-08,S00,0.04506522410320797
2019-03-11,S00,0.03168141749110545
2019-03-12,S00,0.0496811450217736
2019-03-13,S00,0.048950058447567814
2019-03-14,S00,0.04863556520363812
2019-03-15,S00,0.04727031337478585
2019-03-18,S00,0.04551378368457198
2019-03-19,S00,0.061400044621874296
2019-03-20,S00,0.05437319108309636
2019-03-21,S00,0.045287481662806
2019-03-22,S00,0.05557020928765547
2019-03-25,S00,0.06063995915590118
2019-03-26,S00,0.06591421271410527
2019-03-27,S00,0.12188595637379587
2019-03-28,S00,0.07003790044359927
2019-03-29,S00,0.10065398418667613
2019-04-01,S00,0.13157021734777316
2019-04-02,S00,0.13448740688035662
2019-04-03,S00,0.13459068501908722
2019-04-04,S00,0.2768321085449898
2019-04-05,S00,0.23365473757812777
2019-04-08,S00,0.27939412585908646
2019-04-09,S00,0.27358152132248414
2019-04-10,S00,0.28574390562848434
2019-04-11,S00,0.28886205235050755
2019-04-12,S00,0.2863655988203182
2019-04-15,S00,0.2907349928965673
2019-04-16,S00,0.26270698542374354
2019-04-17,S00,0.27566795690555457
2019-04-18,S00,0.2835335307529896
2019-04-22,S00,0.28817969185301195
2019-04-23,S00,0.32106541416290046
2019-04-24,S00,0.3210981321896578
2019-04-25,S00,0.3241213917773093
2019-04-26,S00,0.32540195024685625
2019-04-29,S00,0.2993794129040753
2019-04-30,S00,0.3075779651162501
2019-05-01,S00,0.25261375314966683
2019-05-02,S00,0.22094450137032332
2019-05-03,S00,0.22509463718525222
2019-05-06,S00,0.23447722154637365
2019-05-07,S00,0.22712330195539004
2019-05-08,S00,0.2266667503246749
2019-05-09,S00,0.22334503324747654
2019-05-10,S00,0.22386193386321246
2019-05-13,S00,0.21185278822560322
2019-05-14,S00,0.18682858285321213
2019-05-15,S00,0.18570657469839127
2019-05-16,S00,0.138524399652495
2019-05-17,S00,0.11499305588562254
2019-05-20,S00,0.12741950901638163
2019-05-21,S00,0.13922499247959294
2019-05-22,S00,0.15130939445802036
2019-05-23,S00,0.17361495565936938
2019-05-24,S00,0.1640823691507246
2019-05-28,S00,0.19432769701353136
2019-05-29,S00,0.14997365527429818
2019-05-30,S00,0.1392132867346309
2019-05-31,S00,0.19072183734924766
2019-06-03,S00,0.16948424762408168
2019-06-04,S00,0.24455375950774996
2019-06-05,S00,0.1794095934559113
2019-06-06,S00,0.16714571334128128
2019-06-07,S00,0.15592180534331462
2019-06-10,S00,0.18553582024700427
2019-06-11,S00,0.1781583750398035
