session,experiment,segment,nav
2019-03-20,S00,train,0.9691998692301328
2019-03-21,S00,train,0.9689362190219947
2019-03-22,S00,train,0.9684457512842563
2019-03-25,S00,train,0.9683475609362943
2019-03-26,S00,train,0.9684584311445357
2019-03-27,S00,train,0.9682450818057686
2019-03-28,S00,train,0.968104043455422
2019-03-29,S00,train,0.9681652632050045
2019-04-01,S00,train,0.9681598047857016
2019-04-02,S00,train,0.9681633895397447
2019-04-03,S00,train,0.9679515311666017
2019-04-04,S00,train,0.9676359851131469
2019-04-05,S00,train,0.967400835453747
2019-04-08,S00,train,0.9671315241648233
2019-04-09,S00,train,0.967227876436007
2019-04-10,S00,train,0.9669420363133616
2019-04-11,S00,train,0.9668489318524081
2019-04-12,S00,train,0.9666884978017368
2019-04-15,S00,train,0.9664713798152635
2019-04-16,S00,train,0.966279420665619
2019-04-17,S00,train,0.9655304917878698
2019-04-18,S00,train,0.9654610354490476
2019-04-22,S00,train,0.965482555541074
2019-04-23,S00,train,0.9655104612702692
2019-04-24,S00,train,0.9653429525002883
2019-04-25,S00,train,0.965270299683727
2019-04-26,S00,train,0.9650542838604135
2019-04-29,S00,train,0.9649077131550285
2019-04-30,S00,train,0.9649648308009482
2019-05-01,S00,train,0.9648676516770687
2019-05-02,S00,train,0.9650097260670245
2019-05-03,S00,train,0.9648814639458614
2019-05-06,S00,train,0.9647463746459821
2019-05-07,S00,train,0.9645726588619387
2019-05-08,S00,train,0.9643634959043135
2019-05-09,S00,train,0.9639641109368482
2019-05-10,S00,train,0.9638000908918187
2019-05-13,S00,train,0.9635910478488305
2019-05-14,S00,train,0.9634451346015335
2019-05-15,S00,train,0.9633059320282934
2019-05-16,S00,train,0.9627961771564242
2019-05-17,S00,train,0.9625000553859836
2019-05-20,S00,train,0.9622822601050357
2019-05-21,S00,train,0.9621946192032236
2019-05-22,S00,train,0.9619996033898527
2019-05-23,S00,train,0.9617080758214442
2019-05-24,S00,train,0.9613426009729781
2019-05-28,S00,train,0.9609127407611954
2019-05-29,S00,train,0.9610779669428833
2019-05-30,S00,train,0.9606054472750977
2019-05-31,S00,train,0.9602070854434518
2019-06-03,S00,train,0.9604054921922631
2019-06-04,S00,train,0.960599340205979
2019-06-05,S00,train,0.959959206970897
2019-06-06,S00,train,0.9596708327231318
2019-06-07,S00,train,0.9593404005076301
2019-06-10,S00,train,0.9593309948661553
2019-06-11,S00,train,0.9595779290881523
2019-06-12,S00,train,0.9593336607852259
2019-06-13,S00,train,0.9592560427284432
2019-06-14,S00,train,0.959215476007112
2019-06-17,S00,train,0.9590771633253288
2019-06-18,S00,train,0.9590004867834911
2019-06-19,S00,train,0.9589404047883373
2019-06-20,S00,train,0.9588150304828987
2019-06-21,S00,train,0.9584934913167107
2019-06-24,S00,train,0.9582439725805236
2019-06-25,S00,train,0.9580179986052971
2019-06-26,S00,train,0.9576370808053744
2019-06-27,S00,train,0.9579064169901391
2019-06-28,S00,train,0.9577204116910969
2019-07-01,S00,train,0.9576063905293427
2019-07-02,S00,train,0.9577922525148829
2019-07-03,S00,train,0.9577525601905633
2019-07-05,S00,train,0.9575417076073478
2019-07-08,S00,train,0.9573435463228736
2019-07-09,S00,train,0.9572985079227961
2019-07-10,S00,train,0.9570830887442543
2019-07-11,S00,train,0.956716047447072
2019-07-12,S00,train,0.956502633616584
2019-07-15,S00,train,0.9563682179234635
2019-07-16,S00,train,0.9561689532395339
2019-07-17,S00,train,0.9559527123142835
2019-07-18,S00,train,0.9557179578316991
2019-07-19,S00,train,0.9555168965121105
2019-07-22,S00,train,0.9553684638921236
2019-07-23,S00,train,0.9551971146927674
2019-07-24,S00,train,0.9548180984624604
2019-07-25,S00,train,0.9551000559021507
2019-07-26,S00,train,0.9548213331857801
2019-07-29,S00,train,0.9545845515761935
2019-07-30,S00,train,0.9546097548572242
2019-07-31,S00,train,0.9545434062852556
2019-08-01,S00,train,0.9547042405810007
2019-08-02,S00,train,0.9547143639980137
2019-08-05,S00,train,0.9546061379070772
2019-08-06,S00,train,0.9545127691405482
2019-08-07,S00,train,0.9542414468236191
2019-08-08,S00,train,0.9544527368186696
2019-08-09,S00,train,0.9542373264026944
2019-08-12,S00,train,0.9539739470681834
2019-08-13,S00,train,0.9539746797265943
2019-08-14,S00,train,0.954014349661235
2019-08-15,S00,train,0.9539039898663515
2019-08-16,S00,train,0.9536499995965226
2019-08-19,S00,train,0.9533456169646551
2019-08-20,S00,train,0.9532688078665479
2019-08-21,S00,train,0.9531222892481305
2019-08-22,S00,train,0.9528037443792655
2019-08-23,S00,train,0.952583957433994
2019-08-26,S00,train,0.9524002104862137
2019-08-27,S00,train,0.9521038059472369
2019-08-28,S00,train,0.9519857612683695
2019-08-29,S00,train,0.9518117943726291
2019-08-30,S00,train,0.9517865271172329
2019-09-03,S00,train,0.9516182918211338
2019-09-04,S00,train,0.9515853198479849
2019-09-05,S00,train,0.9509178253054951
2019-09-06,S00,train,0.9508855473409425
2019-09-09,S00,train,0.9499097695655816
2019-09-10,S00,train,0.9487155907866818
2019-09-11,S00,train,0.9479049755993524
2019-09-12,S00,train,0.9481577672842546
2019-09-13,S00,train,0.9477918518017627
2019-09-16,S00,train,0.9479965059890056
2019-09-17,S00,train,0.9483743855668638
2019-09-18,S00,train,0.9483785749726447
2019-09-19,S00,train,0.9484010831820635
2019-09-20,S00,train,0.9485069547262461
2019-09-23,S00,train,0.9484270333487079
2019-09-24,S00,train,0.9481092139142419
2019-09-25,S00,train,0.9477832578075516
2019-09-26,S00,train,0.9474598200250415
2019-09-27,S00,train,0.9470225751633811
2019-09-30,S00,train,0.9468201071659342
2019-10-01,S00,train,0.9465136762788366
2019-10-02,S00,train,0.9465321835092312
2019-10-03,S00,train,0.9463773599351503
2019-10-04,S00,train,0.9460513810044872
2019-10-07,S00,train,0.9459754479223217
2019-10-08,S00,train,0.945818399932109
2019-10-09,S00,train,0.9457913840253922
2019-10-10,S00,train,0.9455627047002764
2019-10-11,S00,train,0.9455080741975407
2019-10-14,S00,train,0.945295474760815
2019-10-15,S00,train,0.945184106972135
2019-10-16,S00,train,0.9452091910947213
2019-10-17,S00,train,0.944865216951775
2019-10-18,S00,train,0.9449100131072734
2019-10-21,S00,train,0.9444407064390675
2019-10-22,S00,train,0.9439465656714068
2019-10-23,S00,train,0.943715949497528
2019-10-24,S00,train,0.9440051324901221
2019-10-25,S00,train,0.943496166011895
2019-10-28,S00,train,0.9428053704654116
2019-10-29,S00,train,0.9426569382200242
2019-10-30,S00,train,0.9430841004452076
2019-10-31,S00,train,0.9428044190017537
2019-11-01,S00,train,0.9425832574089965
2019-11-04,S00,train,0.9419533619353334
2019-11-05,S00,train,0.9417867349231485
2019-11-06,S00,train,0.9417575787047303
2019-11-07,S00,train,0.9412790409623373
2019-11-08,S00,train,0.9409402440961305
2019-11-11,S00,train,0.9409817696406932
2019-11-12,S00,train,0.940778185687522
2019-11-13,S00,train,0.9406432941107827
2019-11-14,S00,train,0.940468920579109
2019-11-15,S00,train,0.9403820993863262
2019-11-18,S00,train,0.9401074089691398
2019-11-19,S00,train,0.9396489352970219
2019-11-20,S00,train,0.9392375870472507
2019-11-21,S00,train,0.9390171724974167
2019-11-22,S00,train,0.9390354995306391
2019-11-25,S00,train,0.938924834814749
2019-11-26,S00,train,0.9386810575636416
2019-11-27,S00,train,0.938498600461923
2019-11-29,S00,train,0.9383543981585128
2019-12-02,S00,train,0.9381514086657985
2019-12-03,S00,train,0.9379396396535644
2019-12-04,S00,train,0.937886880773465
2019-12-05,S00,train,0.9378113311179692
2019-12-06,S00,train,0.9377272515953581
2019-12-09,S00,train,0.9374948005085484
2019-12-10,S00,train,0.9373643863755344
2019-12-11,S00,train,0.9371706492986597
2019-12-12,S00,train,0.937192504373629
2019-12-13,S00,train,0.9369202378986982
2019-12-16,S00,train,0.9367462192405277
2019-12-17,S00,train,0.9367549927779512
2019-12-18,S00,train,0.9362805048966272
2019-12-19,S00,train,0.9358183707010699
2019-12-20,S00,train,0.9355760645656964
2019-12-23,S00,train,0.9350625928168993
2019-12-24,S00,train,0.9350597613288903
2019-12-26,S00,train,0.9348368492380978
2019-12-27,S00,train,0.9346406738187633
2019-12-30,S00,train,0.9345735335957737
2019-12-31,S00,train,0.9343449261251864
2020-01-02,S00,train,0.9340784988107387
2020-01-03,S00,train,0.9339172471180275
2020-01-06,S00,train,0.9335431277439368
2020-01-07,S00,train,0.933370340060379
2020-01-08,S00,train,0.9332558882979726
2020-01-09,S00,train,0.933032508037584
2020-01-10,S00,train,0.9328678475963279
2020-01-13,S00,train,0.9324764915142765
2020-01-14,S00,train,0.9326469654595781
2020-01-15,S00,train,0.9322026185910539
2020-01-16,S00,train,0.9320606709843676
2020-01-17,S00,train,0.9319452232738807
2020-01-21,S00,train,0.9316102752857482
2020-01-22,S00,train,0.931502960788959
2020-01-23,S00,train,0.9314415906849667
2020-01-24,S00,train,0.9307939162324741
2020-01-27,S00,train,0.9305123248274584
2020-01-28,S00,train,0.9302892787704811
2020-01-29,S00,train,0.9300073967309025
2020-01-30,S00,train,0.9294030064216094
2020-01-31,S00,train,0.9291981797075786
2020-02-03,S00,train,0.928420668911025
2020-02-04,S00,train,0.9279389326663234
2020-02-05,S00,train,0.9292992303520001
2020-02-06,S00,train,0.9289999066755954
2020-02-07,S00,train,0.9286604969510922
2020-02-10,S00,train,0.9283285291704984
2020-02-11,S00,train,0.9283444131865018
2020-02-12,S00,train,0.9283328240680119
2020-02-13,S00,train,0.9282053940701255
2020-02-14,S00,train,0.927776052170206
2020-02-18,S00,train,0.927332390378676
2020-02-19,S00,train,0.9271227101119448
2020-02-20,S00,train,0.9271027041650833
2020-02-21,S00,train,0.9269710501091288
2020-02-24,S00,train,0.9267988871244122
2020-02-25,S00,train,0.9265027418123586
2020-02-26,S00,train,0.9265005156608934
2020-02-27,S00,train,0.9264310054094174
2020-02-28,S00,train,0.9264077745355411
2020-03-02,S00,train,0.9253670417958341
2020-03-03,S00,train,0.9252314475922193
2020-03-04,S00,train,0.9244496972944749
2020-03-05,S00,train,0.9237441034964282
2020-03-06,S00,train,0.9231281609327098
2020-03-09,S00,train,0.9218083585477187
2020-03-10,S00,train,0.9213599003438956
2020-03-11,S00,train,0.9202986877988272
2020-03-12,S00,train,0.9183451970967327
2020-03-13,S00,train,0.9170874225285905
2020-03-16,S00,train,0.9157727572075948
2020-03-17,S00,train,0.9143315988811869
2020-03-18,S00,train,0.9112664902743878
2020-03-19,S00,train,0.9151190488314627
2020-03-20,S00,train,0.9164194437170837
2020-03-23,S00,train,0.9168573519016876
2020-03-24,S00,train,0.9177961841513723
2020-03-25,S00,train,0.9196671540051494
2020-03-26,S00,train,0.9203854890980134
2020-03-27,S00,train,0.9201891241008707
2020-03-30,S00,train,0.9205575321500706
2020-03-31,S00,train,0.9209652145657476
2020-04-01,S00,train,0.9205511130764675
2020-04-02,S00,train,0.9202324831737256
2020-04-03,S00,train,0.919694177186434
2020-04-06,S00,train,0.920605622985646
2020-04-07,S00,train,0.9214823864707578
2020-04-08,S00,train,0.9215758740849881
2020-04-09,S00,train,0.9220521434720536
2020-04-13,S00,train,0.9222848365734357
2020-04-14,S00,train,0.9223784047822278
2020-04-15,S00,train,0.922281774043865
2020-04-16,S00,train,0.9222834489424512
2020-04-17,S00,train,0.9222882784703775
2020-04-20,S00,train,0.9220262457012328
2020-04-21,S00,train,0.92188138024621
2020-04-22,S00,train,0.921796011841356
2020-04-23,S00,train,0.9216826134371314
2020-04-24,S00,train,0.9212126365770166
2020-04-27,S00,train,0.9208962366127785
2020-04-28,S00,train,0.9209399028633878
2020-04-29,S00,train,0.9195914515822986
2020-04-30,S00,train,0.9201118431535343
2020-05-01,S00,train,0.9209454698219784
2020-05-04,S00,train,0.9209199843331145
2020-05-05,S00,train,0.9209500595072957
2020-05-06,S00,train,0.9206115950849915
2020-05-07,S00,train,0.9203760351134025
2020-05-08,S00,train,0.9202183443043017
2020-05-11,S00,train,0.9198729820409336
2020-05-12,S00,train,0.9200954918627483
2020-05-13,S00,train,0.920401157413637
2020-05-14,S00,train,0.920637268542316
2020-05-15,S00,train,0.9203912636008963
2020-05-18,S00,train,0.9209744657834679
2020-05-19,S00,train,0.9207762717815113
2020-05-20,S00,train,0.9206195486146613
2020-05-21,S00,train,0.9203113599345946
2020-05-22,S00,train,0.9203479418058986
2020-05-26,S00,train,0.9194124131009762
2020-05-27,S00,train,0.9189498119109423
2020-05-28,S00,train,0.9197188194441761
2020-05-29,S00,train,0.9198959260299013
2020-06-01,S00,train,0.9197156890431917
2020-06-02,S00,train,0.9193920050210271
2020-06-03,S00,train,0.9187288708347882
2020-06-04,S00,train,0.9178656259796065
2020-06-05,S00,train,0.9169530685108734
2020-06-08,S00,train,0.9152734175227408
2020-06-09,S00,train,0.9166618835265533
2020-06-10,S00,train,0.9181384590879077
2020-06-11,S00,train,0.9187827775270486
2020-06-12,S00,train,0.918066854396073
2020-06-15,S00,train,0.9179765823362782
2020-06-16,S00,train,0.9181202087150346
2020-06-17,S00,train,0.9179647199381324
2020-06-18,S00,train,0.9178092430839903
2020-06-19,S00,train,0.9174760268777852
2020-06-22,S00,train,0.9172348222127994
2020-06-23,S00,train,0.9169954462410742
2020-06-24,S00,train,0.9168588067277251
2020-06-25,S00,train,0.9164918949482626
2020-06-26,S00,train,0.916611424344502
2020-06-29,S00,train,0.9167301136338467
2020-06-30,S00,train,0.9166522125389589
2020-07-01,S00,train,0.916610355201179
2020-07-02,S00,train,0.9162198207611589
2020-07-06,S00,train,0.9153926897731054
2020-07-07,S00,train,0.9151467354265369
2020-07-08,S00,train,0.9149582009978829
2020-07-09,S00,train,0.914691647109011
2020-07-10,S00,train,0.9143313371972253
2020-07-13,S00,train,0.9148749525498437
2020-07-14,S00,train,0.9146330657109685
2020-07-15,S00,train,0.9149556715175291
2020-07-16,S00,train,0.9146261434574383
2020-07-17,S00,train,0.9146973443823282
2020-07-20,S00,train,0.9145843637297238
2020-07-21,S00,train,0.914456658949029
2020-07-22,S00,train,0.9142793685153968
2020-07-23,S00,train,0.9139899043768345
2020-07-24,S00,train,0.9138885766060727
2020-07-27,S00,train,0.913878462025673
2020-07-28,S00,train,0.9140106097860734
2020-07-29,S00,train,0.9134721564001669
2020-07-30,S00,train,0.9132602221750497
2020-07-31,S00,train,0.9131658689947723
2020-08-03,S00,train,0.9127705575027901
2020-08-04,S00,train,0.9127011213183622
2020-08-05,S00,train,0.9122189654325691
2020-08-06,S00,train,0.9119669456745215
2020-08-07,S00,train,0.9118292830194468
2020-08-10,S00,train,0.9115235666264219
2020-08-11,S00,train,0.9112506088259559
2020-08-12,S00,train,0.9115666439866651
2020-08-13,S00,train,0.9121457679362229
2020-08-14,S00,train,0.9118737322039947
2020-08-17,S00,train,0.9117058899355991
2020-08-18,S00,train,0.9115307284287227
2020-08-19,S00,train,0.9115266438423866
2020-08-20,S00,train,0.9111828767884221
2020-08-21,S00,train,0.9107824932884903
2020-08-24,S00,train,0.9110070473447518
2020-08-25,S00,train,0.9108388851177366
2020-08-26,S00,train,0.9103976742495554
2020-08-27,S00,train,0.9102060121627046
2020-08-28,S00,train,0.9100433301491145
2020-08-31,S00,train,0.9097798537959072
2020-09-01,S00,train,0.9095549568441048
2020-09-02,S00,train,0.9097916813428971
2020-09-03,S00,train,0.9096717968595679
2020-09-04,S00,train,0.9095504252890062
2020-09-08,S00,train,0.9081297511780075
2020-09-09,S00,train,0.90865718965207
2020-09-10,S00,train,0.9086824057922843
2020-09-11,S00,train,0.9082040628039508
2020-09-14,S00,train,0.9079850169606443
2020-09-15,S00,train,0.9078647135771901
2020-09-16,S00,train,0.9073675660882995
2020-09-17,S00,train,0.9073305496876765
2020-09-18,S00,train,0.9067132834184606
2020-09-21,S00,train,0.9071801389794301
2020-09-22,S00,train,0.9071248122763221
2020-09-23,S00,train,0.9075978565501385
2020-09-24,S00,train,0.9076043678645488
2020-09-25,S00,train,0.9076670517854059
2020-09-28,S00,train,0.907719438437757
2020-09-29,S00,train,0.9074497298374096
2020-09-30,S00,train,0.9073592563778886
2020-10-01,S00,train,0.9071381982670566
2020-10-02,S00,train,0.9070854536342745
2020-10-05,S00,train,0.9070186948768693
2020-10-06,S00,train,0.9066796646116252
2020-10-07,S00,train,0.9066173813618376
2020-10-08,S00,train,0.9064495685460137
2020-10-09,S00,train,0.9065232872637787
2020-10-12,S00,train,0.9063991432851521
2020-10-13,S00,train,0.9063254591104342
2020-10-14,S00,train,0.9062075529269884
2020-10-15,S00,train,0.9060192730074103
2020-10-16,S00,train,0.9055425826021924
2020-10-19,S00,train,0.9053780016849875
2020-10-20,S00,train,0.905178959154554
2020-10-21,S00,train,0.9047520031353337
2020-10-22,S00,train,0.9044489315569529
2020-10-23,S00,train,0.9043472069969437
2020-10-26,S00,train,0.9044934179165417
2020-10-27,S00,train,0.9049705419677468
2020-10-28,S00,train,0.9045903929472027
2020-10-29,S00,train,0.9044730200467397
2020-10-30,S00,train,0.90457666778318
2020-11-02,S00,train,0.904320981438245
2020-11-03,S00,train,0.9040335239055899
2020-11-04,S00,train,0.9042913654338803
2020-11-05,S00,train,0.9043030277730483
2020-11-06,S00,train,0.9038017960913682
2020-11-09,S00,train,0.903782835816497
2020-11-10,S00,train,0.9041527694339753
2020-11-11,S00,train,0.9046406153065425
2020-11-12,S00,train,0.9047901494464106
2020-11-13,S00,train,0.9040504480677387
2020-11-16,S00,train,0.903306157473115
2020-11-17,S00,train,0.903687527161758
2020-11-18,S00,train,0.904132402393171
2020-11-19,S00,train,0.9038767171655104
2020-11-20,S00,train,0.9035675575669717
2020-11-23,S00,train,0.9027598258603985
2020-11-24,S00,train,0.9026383369730223
2020-11-25,S00,train,0.9025367810909644
2020-11-27,S00,train,0.9025296759578509
2020-11-30,S00,train,0.902623297569022
2020-12-01,S00,train,0.9029034283089803
2020-12-02,S00,train,0.9028856343456769
2020-12-03,S00,train,0.9025712418356358
2020-12-04,S00,train,0.9024769398346861
2020-12-07,S00,train,0.9024238499290094
2020-12-08,S00,train,0.9021815237493015
2020-12-09,S00,train,0.9024283551685166
2020-12-10,S00,train,0.9017501361878013
2020-12-11,S00,train,0.9014442017016026
2020-12-14,S00,train,0.9010738665841177
2020-12-15,S00,train,0.9007037194371031
2020-12-16,S00,train,0.9004601235544093
2020-12-17,S00,train,0.9003579316777912
2020-12-18,S00,train,0.9002150359404445
2020-12-21,S00,train,0.9000572896537442
2020-12-22,S00,train,0.8995657871135078
2020-12-23,S00,train,0.8998871712304143
2020-12-24,S00,train,0.8998027428951025
2020-12-28,S00,train,0.9002428351871974
2020-12-29,S00,train,0.9002972840164951
2020-12-30,S00,train,0.900173810341731
2020-12-31,S00,train,0.8997943904798866
2021-01-04,S00,train,0.8995885017581378
2021-01-05,S00,train,0.8995703012262379
2021-01-06,S00,train,0.8997310134406115
2021-01-07,S00,train,0.8996703714991969
2021-01-08,S00,train,0.8995533450737624
2021-01-11,S00,train,0.8991862769023992
2021-01-12,S00,train,0.898508858892343
2021-01-13,S00,train,0.8986583003579687
2021-01-14,S00,train,0.8980199466861254
2021-01-15,S00,train,0.8983724422459566
2021-01-19,S00,train,0.897789134394952
2021-01-20,S00,train,0.8977115982855742
2021-01-21,S00,train,0.8975480786786973
2021-01-22,S00,train,0.8972229472928108
2021-01-25,S00,train,0.8965923393891855
2021-01-26,S00,train,0.8961148457895052
2021-01-27,S00,train,0.8956674043806715
2021-01-28,S00,train,0.8965971612294615
2021-01-29,S00,train,0.8963771861271304
2021-02-01,S00,train,0.8967081488745389
2021-02-02,S00,train,0.8973771845334515
2021-02-03,S00,train,0.8973070023962878
2021-02-04,S00,train,0.897116178634768
2021-02-05,S00,train,0.8968194377890735
2021-02-08,S00,train,0.8962825721511782
2021-02-09,S00,train,0.8962682037592176
2021-02-10,S00,train,0.8963814345148611
2021-02-11,S00,train,0.8961880910959897
2021-02-12,S00,train,0.8960605743146981
2021-02-16,S00,train,0.8959982402027638
2021-02-17,S00,train,0.8959728389077185
2021-02-18,S00,train,0.8957673658199952
2021-02-19,S00,train,0.8963915705793307
2021-02-22,S00,train,0.8958272883288904
2021-02-23,S00,train,0.895468448623587
2021-02-24,S00,train,0.8954030154365258
2021-02-25,S00,train,0.8949749762727752
2021-02-26,S00,train,0.8953120931848323
2021-03-01,S00,train,0.895638522623012
