symbol,theoretical_weight,security_id,sector,order_authorized
TROW,0.0,ed8a132b-6a31-4c24-859b-2415c6deea5a,Financials,False
MCHP,0.0,edc751a9-e628-40bd-9498-23ad7918269e,Information Technology,False
CDNS,0.0,ee289c17-ee75-4d48-a9ee-505156d93171,Information Technology,False
RMD,0.0,ee55892a-1ff0-4ede-87e4-ad5aa5998044,Health Care,False
LYB,0.0,ef918bdf-cce8-4282-b7f4-ac24b881f7e3,Materials,False
JNJ,0.0,ef9adcc6-6bce-452b-af5f-4a87e7f19131,Health Care,False
RSG,0.0,f250c025-bde8-4113-9e27-04cd1c889037,Industrials,False
GOOG,0.0,f30d734c-2806-4d0d-b145-f9fade61432b,Communication,False
KEY,0.0,f7623733-d5b7-4d6b-b04a-fedeed0f2e64,Financials,False
EQIX,0.0,f801bacd-b8a5-4478-8321-699c3c9984cb,Real Estate,False
AMZN,0.0,f801f835-bfe6-4a9d-a6b1-ccbb84bfd75f,Consumer Discretionary,False
PG,0.0,f81a406b-a53c-4ea5-ab05-6fb92bfc6bd7,Consumer Staples,False
FANG,0.0,f93d78b0-c2ec-4d9c-bcae-ca77ebce4844,Energy,False
WFC,0.0,f9700a20-b0fe-4516-87c5-9d7b096d5539,Financials,False
HCA,0.0,f99ee8af-9d78-4b46-9f2c-3cf6ce839ccf,Health Care,False
FSLR,0.0,fa06daac-c3f1-409c-bddb-d44c8293e8b3,Information Technology,False
SNPS,0.0,fa8500c0-9022-4a74-97f9-93d41ed28dac,Information Technology,False
FLEX,0.0,fa85d280-d0fe-45db-972a-278dceb2f7ac,Information Technology,False
RL,0.0,fbb8f455-52fc-4b2e-850e-ee30fe76f494,Consumer Discretionary,False
ZBH,0.0,fc12f337-b4be-4805-9206-2f67ec0a0057,Health Care,False
VMC,0.0,fc9c62fa-c635-41c8-8b58-9695c01d146d,Materials,False
