date,net_return,gross_return,transaction_cost,borrow_cost,nav,turnover,gross_exposure,net_exposure,beta_exposure,max_group_exposure,max_weight,rank_ic,risk_liquidation,capacity_proxy_nav
2025-01-02,-0.0001762267753672379,0.0,0.0001762267753672379,0.0,99982.37732246328,0.49345123569791854,0.49353821034524825,9.020562075079397e-17,1.1102230246251565e-16,1.1102230246251565e-16,0.08001410062693741,0.11462450592885377,False,208683.09266090387
2025-01-03,0.00020975847761946914,0.00040387342762793183,0.00017383255780249358,2.02823922059691e-05,100003.34947371921,0.4875220401685173,0.5706810099983376,6.229392002232714e-15,7.174816296640074e-15,1.842276331487369e-15,0.09315520144877032,-0.07058159232072277,False,297338.4091161651
2025-01-06,-0.00025669977228610924,-1.1105966630930226e-05,0.00017523587291565871,7.035793273952032e-05,99977.67863668145,0.4906157105451049,0.41376203675027945,-9.298117831235686e-16,-5.551115123125783e-16,4.683753385137379e-16,0.04667884169639317,0.1259175607001694,False,181731.04624793437
2025-01-07,5.342051065430016e-05,0.00021948492917888394,0.0001490604992060791,1.7003919318504673e-05,99983.01949532826,0.4157968256526447,0.5129775266683714,3.039235529911366e-15,2.8033131371785203e-15,7.251144129583054e-16,0.0988830368992678,0.0378317334839074,False,117423.49263360548
2025-01-08,-0.00029655270108566923,-9.996555763230452e-05,0.00017550587523411672,2.1081268219248014e-05,99953.36926083422,0.49390879841297775,0.6835654575274887,-3.3306690738754696e-16,-1.734723475976807e-16,3.608224830031759e-16,0.09946019432373279,0.003952569169960475,False,281134.85034735734
2025-01-10,-0.000403049152904234,-0.00018176353376717774,0.00016510215687452293,5.618346226253334e-05,99913.08314002372,0.4646629736722208,0.6348507704602904,1.5959455978986625e-16,9.71445146547012e-17,6.245004513516506e-17,0.09885485119391012,-0.040090344438170535,False,311374.02249611437
2025-01-13,-4.179846270714348e-05,0.000167988478441613,0.00013151766807830976,7.826927307044673e-05,99908.90692674414,0.3669809937402252,0.4412228812446418,4.579669976578771e-16,4.0245584642661925e-16,2.5847379792054426e-16,0.0999996033337551,0.06154714850367025,False,121638.1000677584
2025-01-14,-9.897600674723783e-05,7.686762710567154e-05,0.00015771118667847205,1.813244717443732e-05,99899.01834209805,0.4429243884620752,0.0,0.0,0.0,0.0,0.0,0.10897797854319595,True,178846.68448884526
2025-01-15,-0.0001747205456620415,0.0,0.0001747205456620415,0.0,99881.56393110221,0.49072486035959695,0.49081061505807666,-4.163336342344337e-16,-2.636779683484747e-16,2.411265631607762e-16,0.056009786060382885,0.04573687182382835,False,269356.10637664824
2025-01-16,-0.00016229983563994708,3.207458191588965e-05,0.00017420411830687467,2.0170299248962068e-05,99865.35316969272,0.4875050035923402,0.6009279124708132,-2.8380076066980564e-15,-3.0149494012476907e-15,1.0096090630185017e-15,0.06297072398383753,0.007340485601355168,False,178877.82776002714
2025-01-17,-0.0001727695769286242,2.419760435681596e-05,0.00017227151364965318,2.469566763578696e-05,99848.09947487578,0.48355406844280224,0.7018474304192311,2.0122792321330962e-16,1.6653345369377348e-16,5.898059818321144e-17,0.06059546217681835,-0.05477131564088086,False,393128.9557076905
2025-01-21,-0.0004463449764451938,-0.00015368749348372324,0.00017728530261858328,0.00011537218034288728,99803.53277726757,0.4968857353217838,0.6591766028291994,-1.2073675392798577e-15,-1.0755285551056204e-15,3.642919299551295e-16,0.09377184687897532,0.02428006775832863,False,375735.7384635564
2025-01-22,0.00013491827184784584,0.00033786613076149374,0.0001758584094823109,2.7089449431337013e-05,99816.99809743417,0.49103208613837845,0.6722103718036843,0.0,-1.0408340855860843e-16,1.1102230246251565e-16,0.09874017765338966,-0.10897797854319595,False,195494.93476365088
2025-01-23,-0.0003929391112912342,-0.0001898477860997133,0.0001754662414187667,2.7625083772754152e-05,99777.77609491,0.4901206003544491,0.5950791040738437,-9.298117831235686e-16,-9.575673587391975e-16,2.983724378680108e-16,0.0857236177861094,0.06267645398080182,False,226609.59782629253
2025-01-24,-4.6686943018494584e-05,0.00015657672989205333,0.00017880836726367759,2.445530564687033e-05,99773.11777556295,0.49750408658603684,0.5284176001359634,-1.5959455978986625e-16,-1.6653345369377348e-16,5.204170427930421e-17,0.09190463259151904,-0.04573687182382835,False,177814.27869111972
2025-01-27,-0.0003017251945979407,-5.854652573581636e-05,0.00017803129350289597,6.514737535922839e-05,99743.01371218647,0.49760001028186995,0.3530823357805444,-1.700029006457271e-15,-1.5543122344752192e-15,2.8102520310824275e-16,0.06954171625074851,-0.014116318464144554,False,177349.96568621302
2025-01-28,-0.0001677112444981922,2.371088907911933e-05,0.0001769119006000288,1.4510232977282714e-05,99726.2856872268,0.4980587781800987,0.6966115734821148,3.8163916471489756e-16,2.498001805406602e-16,3.0878077872387166e-16,0.08175577930310492,-0.023150762281197064,False,308801.7567205724
2025-01-29,-0.00011434292770692395,8.878568478615034e-05,0.00017450073961024768,2.862787288282661e-05,99714.88269175199,0.4908171786696456,0.5719062352580687,-6.245004513516506e-17,7.632783294297951e-17,1.249000902703301e-16,0.09392953299908573,0.10220214568040656,False,539568.27708221
2025-01-30,-7.776726422706884e-05,0.00012325607804405185,0.00017752034630161103,2.3502995969509678e-05,99707.12813812234,0.4977638200717325,0.5700823157820727,-3.365363543395006e-16,-3.191891195797325e-16,2.220446049250313e-16,0.05042201290797026,0.07961603613777528,False,300614.3713275951
2025-01-31,-0.0002555149991158713,-5.864021835412361e-05,0.00017344674038714193,2.342804037460574e-05,99681.65147136427,0.4860873740070012,0.43049203149847876,9.783840404509192e-16,6.132247487578013e-16,4.649058915617843e-16,0.05801506201774744,-0.050254093732354614,False,284969.26389949414
2025-02-03,-0.00046263709446540296,-0.00023197880287900252,0.00017758393153864292,5.307436004775753e-05,99635.53504175604,0.4981314005027569,0.42048609988884533,1.1449174941446927e-15,1.0061396160665481e-15,2.0816681711721685e-16,0.0937899925058832,-0.017504234895539244,False,298376.13021996844
2025-02-04,-0.00039260099507763943,-0.0002467581739338049,0.00012856257046347106,1.7280250680363454e-05,99596.41803155355,0.3610240099259338,0.5991518209592863,-6.938893903907228e-17,6.938893903907228e-18,3.875372245332187e-15,0.09988877577302441,0.02428006775832863,False,212851.77979894922
2025-02-05,-0.0001287821480558616,0.00011154837465797958,0.00021570784514017186,2.4622677573669304e-05,99583.59179090077,0.6012575294207952,0.0,0.0,0.0,0.0,0.0,0.15866741953698477,True,121291.32226013983
2025-02-06,-0.0001784767959371873,0.0,0.0001784767959371873,0.0,99565.81843051001,0.4997788667028293,0.49986808155641665,9.228728892196614e-16,7.771561172376096e-16,1.5612511283791264e-16,0.0900160657790031,0.06832298136645965,False,213608.84732564306
2025-02-07,-1.5565366055509303e-05,0.00012231083704971764,0.00011733367920564821,2.0542523899578733e-05,99564.26865209953,0.3293733893705844,0.5978135586745423,-2.1510571102112408e-16,-3.608224830031759e-16,5.283317186521863e-16,0.0998074484518,0.009599096555618296,False,182540.2353175139
2025-02-10,-0.00017774899768543061,6.990818554996296e-05,0.0001739541417549705,7.370304148042307e-05,99546.57120314134,0.4885513546795615,0.556552700778262,-3.469446951953614e-16,-2.636779683484747e-16,9.575673587391975e-16,0.0805598951023662,0.0220214568040655,False,306163.7509607818
2025-02-11,-0.00016749992360996666,3.06976032784791e-05,0.0001753254980893391,2.2872028799106675e-05,99529.89716006919,0.4914043238471225,0.48634330467261766,-5.485195631038664e-15,-4.912736883966318e-15,1.2906342661267445e-15,0.07191593693715989,0.018633540372670808,False,247620.3624863109
2025-02-12,-0.0001698843166414206,2.708898149306194e-05,0.00017698658698355282,1.9986711150929717e-05,99512.98859150475,0.49604647626064796,0.6043287742774206,-4.5102810375396984e-15,-3.1433189384699745e-15,1.349614864309956e-15,0.0766189154261261,0.10220214568040656,False,142323.38683814133
2025-02-13,7.838523945272746e-05,0.0002767666177565006,0.00017354594922387893,2.4835429079894183e-05,99520.78894094416,0.48854461132070326,0.5118293671124766,8.396061623727746e-16,9.922618282587337e-16,2.740863092043355e-16,0.0469871540090413,0.08074534161490683,False,331134.98277744773
2025-02-14,7.079920592473196e-05,0.00026966380858341703,0.0001778305190787203,2.1034083579964763e-05,99527.83493377418,0.49879394129164556,0.5572603701778971,-2.7269853042355408e-15,-1.547373340571312e-15,8.51402282009417e-15,0.07479921857152665,-0.05590062111801244,False,309677.82217202807
2025-02-18,-0.0005156832811258393,-0.0002498316357954252,0.00017424720091760865,9.160444441280542e-05,99476.51009329218,0.490059624940553,0.4956837394180002,-1.6514567491299204e-15,-1.4155343563970746e-15,5.412337245047638e-16,0.07352337431125189,-0.16544325239977417,False,317296.26804704056
2025-02-19,-0.00038288278323855797,-0.00022922505718059704,0.0001332871614243444,2.0370564633616514e-05,99438.42225024081,0.3747251924207812,0.7001160492353301,-7.91033905045424e-16,-5.134781488891349e-16,4.3021142204224816e-16,0.09948611468392948,-0.08300395256916997,False,294230.51901676884
2025-02-20,-0.0006206430999850018,-0.0005308009074977053,6.107030005296778e-05,2.877189243432866e-05,99376.70647959781,0.1725035597368487,0.5660188476692782,5.578870698741412e-15,5.478256737134757e-15,1.3921155894713877e-15,0.09999211042329942,-0.11349520045172222,False,495689.3814582803
2025-02-21,-0.0006197530907905139,-0.00044310391451199676,0.00015338812774416354,2.3261048534353677e-05,99315.1174586045,0.4303655395847601,0.4842686106300081,-7.61196661258623e-15,-7.112366251504909e-15,2.4424906541753444e-15,0.09877119954682725,-0.18012422360248448,False,312458.85005506297
2025-02-24,-0.0002595751583919434,-0.00015007373914819347,4.9797069987994585e-05,5.970434925575535e-05,99289.33772125946,0.14082005628351302,0.520524125968641,-8.81239525796218e-16,-8.118505867571457e-16,1.124100812432971e-15,0.09997752370977787,-0.018633540372670808,False,496140.7326769585
2025-02-25,0.0001074793705341957,0.0003157877369286267,0.00018691696395736355,2.139140243706747e-05,99300.00927677851,0.5227864404170666,0.0,0.0,0.0,0.0,0.0,0.16205533596837948,True,195130.2284157413
2025-02-26,-0.0001779086639156489,0.0,0.0001779086639156489,0.0,99282.34294480126,0.49999999999999994,0.5000889701605202,-5.2562121322097255e-16,-1.1032841307212493e-15,9.43689570931383e-16,0.03863504621145857,-0.07396950875211745,False,214257.59138423743
2025-02-27,-0.000366001731687729,-0.0001673094986097237,0.00017814063156455925,2.055160151344606e-05,99246.00543535744,0.49997237472727496,0.762902461187237,-3.2959746043559335e-17,-1.5265566588595902e-16,1.465841337200402e-16,0.07472415887330514,0.2252964426877471,False,237370.8886735644
2025-02-28,7.380311441873577e-05,0.0002796317803111235,0.00017447650995318622,3.135215593920153e-05,99253.33009965219,0.490346172659516,0.8149031712212044,-1.3010426069826053e-15,-1.27675647831893e-15,4.0245584642661925e-16,0.07848301555853587,-0.006211180124223602,False,322881.38425474946
2025-03-03,-0.0006132714964023508,-0.0003387674643312098,0.00017403651781099246,0.00010046751426014862,99192.46086137906,0.48916736141536254,0.6787224406578712,-3.226585665316861e-15,-2.9976021664879227e-15,9.124645483638005e-16,0.06824979332789541,0.11914172783738003,False,524243.5916844293
2025-03-04,-6.317606828155105e-05,0.00013936594266377057,0.00017464930790458705,2.7892703040734566e-05,99186.19427169867,0.489300998491916,0.7310247393857849,-1.3065937221057311e-14,-1.2240208846492351e-14,2.8449465006019636e-15,0.06786918517596499,0.07171089779785433,False,204218.9217455078
2025-03-05,-0.00042640267818108333,-0.00021899826987785008,0.00017736229572573467,3.0042112577498557e-05,99143.90101282262,0.49610245228988326,0.4956158507721458,-7.979727989493313e-15,-6.876443858772063e-15,1.992329912159363e-15,0.06186792442956059,-0.05251270468661773,False,143142.5721094797
2025-03-06,-0.00030163622230165325,-0.00010759359743394694,0.0001736748501784397,2.0367774689266593e-05,99113.99562105686,0.4861469792839261,0.580598673427941,8.326672684688674e-17,1.3530843112619095e-16,2.940356291780688e-16,0.0572165138207083,-0.03444381705251271,False,182092.13072707586
2025-03-07,-0.0003436681745389926,-0.00014633417841360014,0.00017347377666944973,2.3860219455942773e-05,99079.9332951105,0.48817845737346155,0.5054802738226177,-2.9819896552041314e-15,-3.2612801348363973e-15,1.124100812432971e-15,0.08466126271754607,0.07848673066064371,False,250017.8767947885
2025-03-10,-0.0004039191346559623,-0.0002611681777841801,8.043147105803442e-05,6.231948581374775e-05,99039.91301419216,0.2272957046776457,0.5843261459808762,-1.932481952238163e-15,-1.6688039838896884e-15,3.9985376121265404e-16,0.09966218274076925,0.20158102766798422,False,1483986.028631866
2025-03-11,-2.779850208774482e-05,0.00014001977992384698,0.00014380487875210367,2.4013403259488134e-05,99037.15985296346,0.40363066495190375,0.6751494666985681,-7.0360384185619296e-15,-7.216449660063518e-15,1.713039432527097e-15,0.09998987131345062,0.050254093732354614,False,547980.5969218335
2025-03-12,0.00011566646742734115,0.0002798123892839177,0.00013640005336211457,2.7745868494461992e-05,99048.61513138769,0.3831137196799094,0.6147349999117826,1.0304257447302234e-15,1.0824674490095276e-15,3.625572064791527e-16,0.09990568308850775,0.03896103896103897,False,504841.38571826834
2025-03-13,-0.00043432287512955043,-0.00023231055865440318,0.00017674923428699185,2.52630821881554e-05,99005.59605208623,0.4965345850328121,0.6107872660808528,4.3021142204224816e-15,3.70536934468646e-15,9.367506770274758e-16,0.05650710781946191,-0.04912478825522304,False,429579.22647617676
2025-03-14,-0.00020294736394736037,-2.083496437377101e-06,0.00017576302095871553,2.5100846551267742e-05,98985.50312735142,0.49394506147933215,0.5418955403704542,3.608224830031759e-15,3.1363800445660672e-15,8.309325449928906e-16,0.08868744027874578,0.042348955392433656,False,256459.70665448662
2025-03-17,-0.00018839342764344905,5.6094378715476346e-05,0.0001776787671351712,6.680903922375419e-05,98966.85490913024,0.49727356313398174,0.48510880434911974,5.828670879282072e-16,5.342948306008566e-16,2.706168622523819e-16,0.05017326318029881,0.03670242800677584,False,192120.9401362065
2025-03-18,-0.0001335219342201915,5.94197552215086e-05,0.00017300571118077738,1.9935978260922706e-05,98953.64066323909,0.4842049998348755,0.24048062245045862,-1.3877787807814457e-17,-3.157196726277789e-16,6.558338941364816e-16,0.022170839591380335,0.14963297571993225,False,205034.65225634992
2025-03-19,-0.00017810313552436117,9.94285871977463e-06,0.00017816322893795256,9.88276530618323e-06,98936.01670956542,0.4994482749910994,0.5208679890429053,-2.1649348980190553e-15,-2.0747292772682613e-15,4.631711680858075e-16,0.0734916912967578,-0.02766798418972332,False,289807.5067187586
2025-03-20,-0.00019964226981125665,-1.8867323354157138e-06,0.00017635000367955707,2.140553379628387e-05,98916.26489862343,0.4950561599940626,0.672815763141717,-5.9119376061289586e-15,-5.329070518200751e-15,1.2108369862318114e-15,0.09130447006251587,-0.02089215132693394,False,235419.48268364
