year,gross_return,net_return,gross_sharpe,net_sharpe,turnover,transaction_cost,borrow_cost,long_pnl,short_pnl
2018,0.005345836669217174,-0.003866399055267311,0.638690041407116,-0.4578364771892886,15.750000629999974,0.00552900062943979,0.0036766707727366385,-0.003844450811023364,0.00921140858671492
2019,0.0034975161681058964,-0.00870445951923271,0.3330630943084658,-0.8148143544730234,21.000000839999963,0.007372856717026415,0.0048609116456329714,0.054894241699094334,-0.051346304485445124
2020,0.008448616538366371,-0.004037099645477937,0.3214891303600958,-0.13471454997358243,21.000000839999966,0.0073851173834388485,0.005074073167481808,0.05322541940261492,-0.04444286421109219
2021,-0.0014561804946081613,-0.013810931432327589,-0.08511116164173377,-0.8781014555360177,21.000000839999963,0.007371053418524148,0.005078275624220553,0.048124913484170154,-0.049459687742244504
2022,0.005185273263743406,-0.007205240877556696,0.33432297829366836,-0.4464974911780038,21.000000839999963,0.00737637112768446,0.005025713027752163,-0.017589172338507066,0.022886614731745802
2023,0.005948638148322916,-0.006282313882676527,0.5988125997891193,-0.6246287275499297,20.75000082999997,0.007284088589241703,0.004948840472317638,0.03980195045936231,-0.03382078574508929
2024,0.009984781317038616,-0.00239585020148958,0.8912295863967085,-0.20719981255230277,21.000000839999966,0.007370034885820772,0.0049635382204868145,0.030521911163836048,-0.02052378642113633
