candidate,eligible,robust_sharpe,mean_sharpe,train_sessions,train_total_return,train_cagr,train_annual_volatility,train_sharpe,train_max_drawdown,train_positive_day_rate,train_gross_total_return,train_total_transaction_cost,train_total_borrow_cost,train_annual_turnover,train_average_gross,train_average_abs_net,train_average_abs_beta,train_missing_held_sessions,validation_sessions,validation_total_return,validation_cagr,validation_annual_volatility,validation_sharpe,validation_max_drawdown,validation_positive_day_rate,validation_gross_total_return,validation_total_transaction_cost,validation_total_borrow_cost,validation_annual_turnover,validation_average_gross,validation_average_abs_net,validation_average_abs_beta,validation_missing_held_sessions
residual_momentum_126_skip_21_tail30_r10,False,-0.21749310415719333,-0.0820857109926522,1259,-0.05849826209433928,-0.011992897710298211,0.049767609427290985,-0.21749310415719333,-0.11877047741401325,0.5035742652899127,0.012969911282909807,0.008616386025980244,0.06454138745461213,4.903891977760127,0.8613634468701995,0.0068356111703017485,0.015286679692970734,0,502,0.002437272501260024,0.001222749752058494,0.033310355120001856,0.05332168217188892,-0.035073472965709174,0.5358565737051793,0.03312672123296512,0.002634249990100522,0.027522438298834474,3.7649402390438245,0.9195834069923955,0.007768070969879836,0.015501036823980574,0
raw_momentum_126_skip_21_tail20_r10,False,-0.2181228307819134,0.025330105041902834,1259,-0.06109647576742594,-0.012539244568316565,0.051706919159482376,-0.2181228307819134,-0.12178614004340893,0.4996028594122319,0.005587134847027109,0.008615772450695516,0.059990404072135836,4.903891977760127,0.7997300653907551,0.007298195303477131,0.0193340177509229,0,502,0.01668420082613231,0.008340827996005107,0.03291633361723743,0.2687830408657191,-0.03452905428215913,0.545816733067729,0.04573638518848622,0.0026340230500123646,0.02554293413498239,3.7649402390438245,0.8502430235186818,0.006710384790290295,0.021959388907030628,0
raw_momentum_63_skip_5_tail30_r10,False,-0.21839486152663573,-0.09383815986890198,1259,-0.048902474308001764,-0.00998550945297938,0.041924498756378895,-0.21839486152663573,-0.07654655961043055,0.4868943606036537,0.010744300925048966,0.008611775515985699,0.05220837340370334,4.903891977760127,0.6958656030443939,0.0060337201285421554,0.012296094341410027,0,502,0.0009365957319229512,0.00047005399605648535,0.028566200411894963,0.030718541788831776,-0.035832136086960786,0.5258964143426295,0.02591138097997847,0.0026333591186636245,0.022013537100109785,3.7649402390438245,0.7309408941135215,0.0068843332481513565,0.01805142668888531,0
residual_momentum_252_skip_21_rank_r10,False,-0.21996860576649185,-0.03411144331221641,1259,-0.06584658114342601,-0.013541220784578423,0.055064694086271966,-0.21996860576649185,-0.11228337836838964,0.4614773629864972,0.002459316514437093,0.007579283004082362,0.06298067851032682,4.314630881313819,0.840983620480285,0.005585479431601842,0.010618165942106645,0,502,0.010029862117846733,0.0050223988818951515,0.037687835642330504,0.15174571914205903,-0.03290032041073743,0.5378486055776892,0.04327261527913695,0.002520205884097286,0.029863536071273886,3.6029106061317333,0.9957698404453063,0.0051059318328776325,0.013015024743803937,0
raw_momentum_252_skip_21_rank_r10,False,-0.22358936690828357,-0.03756470912785373,1259,-0.07122079336352694,-0.014679770160709094,0.05847060869807306,-0.22358936690828357,-0.11818159115703619,0.4948371723590151,0.0020834427166698255,0.008465279413573962,0.06748812581359159,4.819206326804718,0.9010568538608259,0.00616486717334512,0.010722431381300093,0,502,0.009570646882254952,0.004792993388111899,0.036748958097006824,0.1484599486525761,-0.03237758420864534,0.5278884462151394,0.041876211346894676,0.002586516165493601,0.028913009321367873,3.6973763651463667,0.9638054552372499,0.005659334109451862,0.013303933909187273,0
residual_momentum_126_skip_21_rank_r10,False,-0.227576393386952,-0.09219087424224272,1259,-0.06393487626523087,-0.013137481277093244,0.05212586034422881,-0.227576393386952,-0.11365136737617376,0.5091342335186656,0.008365455784283382,0.00860070724173634,0.06579194824722023,4.895922753029425,0.879327069732573,0.0070495217405382,0.012641522239622503,0,502,0.0017923751673660782,0.000899356841427501,0.03487777932932575,0.04319464490246655,-0.03727773122280642,0.5398406374501992,0.03304519131511574,0.002633888550808314,0.02808750738750753,3.7649402390438245,0.9402559470745089,0.008166876273409058,0.013431071685600617,0
residual_momentum_126_skip_21_tail20_r10,False,-0.23132966069482266,-0.039457408857466986,1259,-0.06776154322649008,-0.01394631128404289,0.0543160768903897,-0.23132966069482266,-0.1247029036928804,0.49722001588562353,0.0018619704165965256,0.008618035628535683,0.06340007065729243,4.903891977760127,0.8455388713781921,0.007689106387363805,0.019587501999945845,0,502,0.010146863832065867,0.005080839937072756,0.0379757890947084,0.1524148429798887,-0.042754085171299416,0.5418326693227091,0.040867906816865585,0.0026346532268803633,0.027326237465061465,3.7649402390438245,0.9110695285603203,0.0077810575368641634,0.024719244850216662,0
raw_momentum_63_skip_5_tail30_r5,False,-0.23938448215488448,-0.0640317678019437,1259,-0.05924704123139135,-0.012150225579699803,0.0465397611612555,-0.23938448215488448,-0.08565197289528814,0.482922954725973,0.018272978471057355,0.01714111529908812,0.062034490136111356,9.757744241461477,0.827806326088159,0.004278543628937039,0.012207768798682303,0,502,0.006277769006901135,0.003146479181654893,0.03315196815920193,0.11132094655099707,-0.039915184039268414,0.5517928286852589,0.03890521323570817,0.005355535066996679,0.02655647186890087,7.655378486055777,0.8849845419902366,0.005318176436825203,0.0158443606979193,0
raw_momentum_252_skip_21_tail30_r10,False,-0.24081332254166013,-0.10440228554107361,1259,-0.06818912037865432,-0.01403685170809088,0.05287964941275107,-0.24081332254166013,-0.10941113558716353,0.49563145353455124,0.003644439231282437,0.008616912213750447,0.06563401454049034,4.903891977760127,0.87552930999195,0.005455600849025283,0.01243277065028196,0,502,0.0010207875847358938,0.0005122970512752012,0.033441816613294484,0.03200875145951291,-0.027954772586574306,0.5298804780876494,0.03206643628940031,0.002633253313988394,0.027910334817614433,3.763469106553549,0.9286189220075469,0.004903657004795235,0.015146393144523073,0
raw_momentum_126_skip_21_tail30_r21,False,-0.2455598426238729,-0.024401268732437045,1259,-0.05813952858853344,-0.011917558766778025,0.044735152552016114,-0.2455598426238729,-0.11587577539711724,0.5011914217633042,-0.0033578830323376385,0.004129768852968004,0.05239619509488056,2.35186656076251,0.69491942539959,0.010793722764579504,0.026877818150295562,0,502,0.009864007160353294,0.0049395503977782695,0.02687606219007381,0.1967573051589988,-0.027511894369625645,0.5537848605577689,0.034008555583069366,0.0012287844935195648,0.02239815641579474,1.7569721115537849,0.7409887959079144,0.009126619641978537,0.03290694646625344,0
raw_momentum_63_skip_5_tail20_r5,False,-0.24621484426732299,-0.039964531365645733,1259,-0.06139249889919152,-0.012601568393642348,0.04701418371157525,-0.24621484426732299,-0.09415663126111395,0.4853057982525814,0.013997898133539355,0.017144600263329448,0.060107830595496764,9.757744241461477,0.8023489135016894,0.004682094534719951,0.011901581177291244,0,502,0.010507991888554447,0.005261198129096867,0.035299840501604646,0.16628578153603152,-0.04190987439995553,0.549800796812749,0.042701091549613546,0.005356187992610777,0.02600771096355046,7.655378486055777,0.8656496362259092,0.006344994059697589,0.017303375696573826,0
residual_momentum_126_skip_21_tail30_r5,False,-0.25475844676984977,-0.18074945724354716,1259,-0.06974537981586593,-0.014366673984644862,0.051570985317167965,-0.25475844676984977,-0.10986702906901957,0.5027799841143765,0.013276267631988192,0.017012436890677933,0.06846674861294946,9.673874796939284,0.9158352161431964,0.006167130455679412,0.007443984687285153,0,502,-0.008915419002579639,-0.004485449207641934,0.0360375439635683,-0.10674046771724455,-0.041060443046252226,0.5298804780876494,0.026176796274636427,0.0053411373185627085,0.029454386618947472,7.6284231474389195,0.9852011510414892,0.007820723061513256,0.01035401639378039,0
raw_momentum_126_skip_21_rank_r5,False,-0.2559573369919076,-0.1239257833395869,1259,-0.0775784901319817,-0.016033499074558533,0.05682579595465003,-0.2559573369919076,-0.11908430017440708,0.5043685464654488,0.004357267387772534,0.016472886253430755,0.06862014625073803,9.377200766676571,0.9186122704667461,0.0067347443439359994,0.007095363578259569,0,502,-0.0007345554523255915,-0.0003688084541790815,0.036469781203742696,0.008105770312733783,-0.03798528610456453,0.5318725099601593,0.034345794328199064,0.005189189857282809,0.02931610011578869,7.416957521963718,0.9807810025746342,0.008089957420373065,0.009226290232926853,0
