session,eligible_assets,gross,net,turnover,expected_return,variance,objective,max_factor_exposure,exposure_equity,exposure_duration,exposure_credit,exposure_commodity,exposure_usd
2008-10-08,19,0.5056341046789649,6.002143226879753e-16,0.03892732941254437,0.00016971012225838872,1.0195923452735085e-05,6.231393762643638e-05,1.1102230246251565e-16,3.3902215824211385e-17,4.85722573273506e-17,-1.0408340855860843e-17,3.717102645187759e-17,1.1102230246251565e-16
2008-10-15,19,0.482127505703498,-3.2873009869760494e-15,0.10805769447719307,0.00021989003695700894,9.35591031927583e-06,0.00010466732646111521,3.5968790186060005e-16,-3.5968790186060005e-16,2.636779683484747e-16,-1.734723475976807e-17,-5.0511336665986896e-17,-3.1051550219984847e-16
2008-10-22,19,0.48362916264384453,1.0408340855860843e-17,0.008011858709976432,0.00030188422825919734,1.0150893173085098e-05,0.00020313330490171586,1.0755285551056204e-16,-3.713724358556482e-18,-1.0755285551056204e-16,0.0,1.2447796533327082e-17,3.469446951953614e-18
2008-10-29,19,0.48060567689242617,1.2663481374630692e-16,0.01146878596356837,0.0002954266597273984,1.0308366247731672e-05,0.00019548462722197203,3.5041414214731503e-16,-1.6563814248946848e-17,-3.5041414214731503e-16,3.469446951953614e-18,4.975855450132659e-18,8.673617379884035e-18
2008-11-05,19,0.46886046084226823,-6.74807432154978e-16,0.09414288226284036,0.00026845523988511613,7.433982330378257e-06,0.00016702246664059505,4.427014310692812e-15,2.9117220410492336e-18,-4.427014310692812e-15,-2.2551405187698492e-17,-1.1856059919329593e-17,-1.1449174941446927e-16
2008-11-12,19,0.45447986488261105,-2.8796409701215e-16,0.040674979902320635,0.0003692619839903558,5.82743292991233e-06,0.00028825692013987746,1.3704315460216776e-15,2.678269059969686e-17,-1.3704315460216776e-15,-8.673617379884035e-18,1.3477409551097706e-18,-2.688821387764051e-17
2008-11-19,19,0.4414767498864974,2.2473342631279536e-15,0.11282303944002786,0.00030157965138889633,5.1576927938883844e-06,0.00021018059970238283,6.210310043996969e-16,-7.143228862987017e-17,-6.210310043996969e-16,-8.673617379884035e-19,6.162658446846422e-17,2.3809079707781677e-16
2008-11-26,19,0.4384511791573352,1.2498682644412895e-14,0.03047722274513696,0.0003523291907084195,6.3279314454335585e-06,0.00027245998344537224,1.1407975258892478e-14,1.0067357087264543e-16,1.1407975258892478e-14,1.0711917464156784e-16,2.0315684856605056e-16,7.24247051220317e-16
2008-12-04,19,0.448266697698147,6.852157730108388e-17,0.00929205836695662,0.00040663482009309815,7.18728392735722e-06,0.0003258417359804826,1.4474099002681484e-16,3.6720370614069614e-17,1.4474099002681484e-16,2.2768245622195593e-18,2.321284323730191e-17,-6.938893903907228e-18
2008-12-11,19,0.44854177160643827,-3.0574501264091225e-17,0.0018248960505592036,0.0003538531130414653,7.273571755139093e-06,0.00027410818869388377,3.5908775952719907e-16,-5.5727931880186216e-18,-3.5908775952719907e-16,-6.830473686658678e-18,-1.755703390454776e-17,4.336808689942018e-18
2008-12-18,19,0.46198808603009456,-2.5153490401663703e-17,0.013542100122993152,0.00032979683979693185,8.91299399446909e-06,0.00023819687861164279,1.0592655225183378e-16,3.432314679264887e-18,-1.0592655225183378e-16,-3.469446951953614e-18,-2.5515872507168456e-17,4.9873299934333204e-18
2008-12-26,19,0.45073316658533474,2.2811613709095013e-15,0.07521822301088876,0.0003509908033150228,9.83239001027948e-06,0.00024322291533488723,3.230705633572306e-15,6.5623068040235475e-16,-3.230705633572306e-15,2.3635607360183997e-17,1.1445378816080998e-17,2.662800535624399e-16
2009-01-05,19,0.4531241138318245,1.2584551456473747e-14,0.0493428658548111,0.0003201065995583097,1.1730109718409813e-05,0.00020796567211073353,1.301102238102092e-14,3.2873932828109887e-16,1.301102238102092e-14,1.4902358860813258e-16,1.8920018006262443e-16,3.3306690738754696e-16
