symbol,security_id,sector,latest_raw_close,median_dollar_volume_60,coverage_60,valid_observations,shortable_at_capture,eligible,reasons,membership_available_at,scope,approved_weight
OKE,cae53d2f-e61b-4cab-ad83-fa7e593cfdc3,Energy,93.46,309053628.82,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
LYV,b9f7677c-965f-4074-b87b-cea5c848b6ce,Communication,167.12,308268967.11,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
APD,57ca9916-468b-4c77-8be7-2495a7c17df2,Materials,284.18,307759475.69,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
IDXX,3988b92e-b5ee-449e-a83a-a04bbdf18cff,Health Care,511.65,306238650.865,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CASY,661997db-e507-415e-9f06-c4c2d9d4227b,Consumer Staples,597.48,305570911.30499995,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
TRGP,f0f1e55c-fad1-4dcb-84d9-2d9f9e45d1f5,Energy,292.19,303463684.12,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
FITB,94f6f5c6-861b-47fc-b208-1e7765e4a68f,Financials,52.91,302677996.835,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
ULTA,2e3d3b75-58cc-40f5-bf12-b73da8aac3d3,Consumer Discretionary,540.98,300834718.06,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
SPG,abda5459-cb41-44a7-85bb-c94d32ea7d93,Real Estate,205.32,300702037.03000003,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
BDX,419e89a6-efe2-4773-ba4f-1bf5dca33cb2,Health Care,180.94,299457787.155,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CPRT,3302e560-6d33-4ad5-a429-4d573e26962c,Industrials,29.28,299267993.00750005,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
IQV,b8a3bd96-7724-467b-b044-92a6f6d84fce,Health Care,266.42,298274485.875,1.0,2221,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
WAT,4373b822-84c5-4a0b-87f8-428c6e982a1b,Health Care,421.63,297753360.09000003,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
SRE,8deb7c67-def6-49e9-aace-9d628260a100,Utilities,81.31,296019651.65,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
BBY,a5a7a7b7-5a80-44c6-8051-989b3bb4a1c2,Consumer Discretionary,92.85,295009649.62,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
TSCO,6c288372-d98d-496a-b32f-56b65e485246,Consumer Discretionary,32.21,292921805.48,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
ADM,41e7c72d-bf5f-4ff9-9813-387ef5038cf3,Consumer Staples,85.18,291876291.52000004,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
MET,00e5cd6a-c370-4d72-86d2-fef5353aa17a,Financials,97.04,291017228.885,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CF,cf8836c1-434e-4ab0-aec3-eff774d90c4e,Materials,127.7,289951151.94,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
EXE,ae7b5317-8b41-41df-b7f8-22c4de74b832,Energy,87.49,289334953.71500003,1.0,492,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
ROP,23e965be-de5f-44cd-8e2c-b4fbbea0ec9c,Information Technology,372.74,289300533.895,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CBOE,b82b16ae-90ca-400b-b053-db67a515e711,Financials,272.86,287337029.625,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
EME,0cf9d955-34f7-4d17-8286-29a0aecac17f,Industrials,750.09,281927478.06,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CNC,67956c95-90f3-4316-8dcf-56f8aa497dcb,Health Care,65.11,281602155.905,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
RMD,ee55892a-1ff0-4ede-87e4-ad5aa5998044,Health Care,224.99,281574379.855,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
VTR,a760766c-8c49-4886-85af-990e47f9d78a,Real Estate,86.69,280171786.95,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
IR,b33b4a2e-b930-48da-946c-568ef91f3dab,Industrials,71.83,279546631.275,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
AMP,764073e3-4e48-4a2c-aee2-45b0a0dfb9cc,Financials,544.33,277244169.945,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
AWK,70d6a48c-21e2-4b31-a66a-9a993fa1509c,Utilities,135.9,276725795.36,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
AME,6642e128-03ee-4bc9-bd3f-8f49424480d7,Industrials,237.64,276353029.525,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
DOW,d59870fe-9add-43f2-960c-b2ec4f29d8d3,Materials,28.73,275834221.235,1.0,2045,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
ALB,90771657-de50-427a-9042-6b257dae4b7d,Materials,110.91,275602528.71,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
VRSK,b297eda9-133d-4f92-80ff-9e55f7c8ee8b,Industrials,175.41,274495386.53499997,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
DG,2edb3ef9-b5d8-4667-be8f-334884498ac9,Consumer Staples,122.41,274494292.71,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CCI,dd72d233-d85d-499d-9dc4-4b407bcdb734,Real Estate,73.06,273405040.26,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
ETR,c4bcff4e-c3b0-481a-a9eb-98600db2ef0a,Utilities,102.01,273151507.15,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
A,7595a8d2-68a6-46d7-910c-6b1958491f5c,Health Care,156.47,272971770.91499996,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
D,7ef3c3bc-854c-421a-a778-dc87a402f1d9,Utilities,63.58,270645157.57000005,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CFG,199cb7ce-8ed9-4d04-8270-a1ad319d5a6b,Financials,67.04,268211568.70999998,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
STLD,4cbeae28-abb2-4b2c-9fc2-acd8cae641d9,Materials,235.26,265003154.85999998,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
TTD,a62e1ba1-af52-411b-ab22-537c2cd2e67d,Communication,13.92,263742616.38,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
PSA,5df9640c-c98a-4bd8-b5c5-2f2afc8a8a26,Real Estate,296.31,262402833.815,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
AIG,1ca76fea-6487-4cde-a341-07517b3286a0,Financials,75.33,262132967.37,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CNP,0666dd39-e7df-4e09-90e6-bd1a2b42a3c1,Utilities,38.22,261411132.60500002,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
MTB,c116ed61-e58f-45af-8b63-499fac4d0cab,Financials,227.31,260314523.015,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
STZ,b459fd90-e740-4de1-b2e2-ecf548a51faf,Consumer Staples,118.97,260234062.235,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
LYB,ef918bdf-cce8-4282-b7f4-ac24b881f7e3,Materials,61.93,259452990.1,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
VMC,fc9c62fa-c635-41c8-8b58-9695c01d146d,Materials,240.83,258830611.225,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CMS,cfae5876-5fd7-43ec-8daf-d583ef094a8b,Utilities,65.34,255487248.485,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
DPZ,aa3236c8-f2d6-40f1-a20d-b4cc69bffae8,Consumer Discretionary,294.2,252684959.815,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
DRI,c7b69e61-c23f-4135-a113-8f4efe3e7d6e,Consumer Discretionary,209.28,251433902.3,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
PPL,2ebe177b-c523-4c1f-9276-8f0759a67a52,Utilities,33.34,250887398.92,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
ARES,849c6721-e693-4bd9-9d04-8d924fccfc3e,Financials,123.8,249546121.93,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
HSY,d8b2fc19-67b0-4dc4-b84e-648aeced6b96,Consumer Staples,169.79,249214255.99,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
SYF,981f70e6-3263-46df-ae90-283910e259c8,Financials,75.04,249103319.865,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
OTIS,0af9c045-b1d4-4f26-9847-cf5c6f5984af,Industrials,68.52,247819732.78499997,1.0,1623,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
NCLH,81f61b55-adee-402e-87d4-7b49579e2338,Consumer Discretionary,14.12,246668310.67000002,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
JBHT,c201b764-a9a6-4a73-bed2-d25202fd0b62,Industrials,234.25,245669120.32,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
RF,19abae8d-4f7b-402f-8d36-6418b3c79544,Financials,28.5,245071509.08,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
GPN,2ae65e45-78f1-448b-b33d-08220c03f317,Financials,85.06,244536740.93,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CDW,55ed1ba5-6299-42a2-809a-50f8a4bd354b,Information Technology,146.19,242707824.99,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
GEHC,76875bee-ba49-437b-9d94-e4bf1277249f,Health Care,64.13,236340971.265,1.0,930,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
SYY,090b7913-4370-43eb-a42c-9af8400bc09d,Consumer Staples,79.05,235371365.06,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
KEY,f7623733-d5b7-4d6b-b04a-fedeed0f2e64,Financials,20.81,232918004.44,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
TYL,7552c82a-3b95-4f4d-afb5-98c024a5c9ca,Information Technology,337.5,232708396.63,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CHRW,bdb9e72b-fe14-42fa-a784-aa451745bf12,Industrials,152.99,232021339.20499998,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
LUV,e930cf4f-6b04-4a7e-85e6-ad1b01cd3c17,Industrials,40.98,230852952.84,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
MTD,51fa61cb-6769-4e6e-b721-69348ce359f5,Health Care,1392.32,230163234.335,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
WSM,2820b0fc-1249-44d4-b749-18378cec217c,Consumer Discretionary,224.2,230093155.22000003,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
VICI,bfcbfab2-0716-4847-b7f3-a7bed178e479,Real Estate,23.72,229478727.4,1.0,2169,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
AFL,25335910-dc9d-45fe-bc65-dc6b0ff5e2f4,Financials,116.33,229291993.445,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
ED,0cbb12ec-7e81-4329-beb1-2a35271272dc,Utilities,105.43,228726017.58499998,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
EIX,a75f7d48-0d93-445f-9fb9-34d9160760b6,Utilities,55.31,228593529.97,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
DOV,3d61eb0a-68d9-4a74-9f71-57551a892a5f,Industrials,187.42,228006535.84,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
DECK,6d2708a3-edb1-46c6-858b-22b4cccea11d,Consumer Discretionary,78.43,227396820.06,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
EFX,1fa4e2fb-538e-4ed6-b548-f2c591f1fb5d,Industrials,158.87,226819407.005,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
HUBB,dbed894a-1189-413b-9825-112179cd244e,Industrials,446.92,224636428.12,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CLX,e546b55a-77d5-4e6c-b588-0aeaa20bd2b3,Consumer Staples,83.1,224583712.33999997,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
Q,f29e53f4-5072-4e11-82e8-8e50318031ab,Information Technology,120.05,223632911.86,1.0,440,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
FDS,4d61ebe4-a03e-4ba2-a0cd-1c59dee8d7ce,Financials,283.83,222842001.965,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CBRE,19020a7c-7741-401b-8422-37ad25d044b7,Real Estate,139.5,222178987.635,1.0,2137,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
WEC,3fc48ca4-397a-48d0-aae0-908c807f7159,Utilities,103.17,221806097.7,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CRL,c8d225a2-183b-499f-886e-7aebf438331f,Health Care,278.06,221413234.655,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
WAB,c3baa05b-10d0-4ecb-987f-8b34289553f3,Industrials,280.23,220637970.765,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
TECH,8c7debd9-6b14-44e4-9052-bb2ab5690363,Health Care,72.37,220554896.65500003,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
FFIV,09192535-21d6-42cf-903d-4abd88f91cad,Information Technology,432.03,219850966.8,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
FIS,e961359b-17b7-4d9e-a246-a6fa732a07e6,Financials,35.62,219143832.82999998,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
RL,fbb8f455-52fc-4b2e-850e-ee30fe76f494,Consumer Discretionary,335.1,217915703.425,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
EL,4cdbdf28-5c76-463f-bce0-23bcb2d3bb49,Consumer Staples,93.43,217734753.09499997,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
GRMN,44ddf865-1d4c-443a-b0a4-d8304a703836,Consumer Discretionary,274.06,217598228.735,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
PODD,e82d6760-0cbc-4838-87e3-4df6dce97721,Health Care,140.6,217200183.14,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
NI,11c19425-9801-44b2-aabb-b1871d1aaef9,Utilities,40.58,217066669.01,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
XYL,2f9e8a74-914c-4b63-90f0-577fd772da6f,Industrials,107.56,215882699.64499998,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
LII,93b14f86-b2ed-4d2b-ad69-490922938b5f,Industrials,359.23,213252829.79500002,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
OMC,1f80b3e7-c5a9-41c1-90e8-454620f6c568,Communication,76.57,210272522.35,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
LVS,612794e4-dbcc-4814-8ea2-3aa1e47523e3,Consumer Discretionary,39.98,208674338.135,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
PEG,7f712a83-dc6a-4d5d-bf2a-c52705a06905,Utilities,69.77,208304660.94,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
SW,1ec7fc10-f3bb-4084-bc31-6ffb733139c6,Materials,44.33,208220164.8,1.0,553,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
HST,8c16ddb4-4722-4c02-848d-e9f022ae0c35,Real Estate,21.84,207867736.57999998,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
IRM,2da35038-7511-48aa-81cf-3f6c377f7c09,Real Estate,114.34,206797430.05,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
LH,ba597ea4-0f8c-4738-8f41-bfc97d76bc71,Health Care,320.71,206170328.76,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
LEN,95ae860b-4cf1-4dfe-9159-9bd4cd3c7915,Consumer Discretionary,76.43,204062662.35999998,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
NVR,6521415f-8f5c-48be-ab46-c854cd21c7b7,Consumer Discretionary,6150.47,203469823.245,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
APA,6f825c9d-e839-4539-a64e-cfa7fd71015b,Energy,44.87,203274687.36,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
DGX,8cff8b3e-70a0-408a-8584-44c3670992a2,Health Care,246.45,202373632.60500002,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
WST,b20d6720-9f3a-4999-b04b-2df846ebd64a,Health Care,362.31,200603154.43,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
ZBRA,3c6eaa3f-d12a-4e72-aab5-b0e005ba631a,Information Technology,346.63,199789023.12,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
IT,ce016848-57bf-4a5d-be20-af1ac2a199f9,Information Technology,185.78,199202363.79000002,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
VRSN,bf0fbed9-3c4a-4235-8ab0-05f880d93115,Information Technology,303.12,198843969.6,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
HIG,896c7f7e-0f23-490a-a7db-d68a269642bb,Financials,131.89,195847234.14,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
TKO,f3bbbd29-523f-4675-9c7e-fd3a0a945029,Communication,189.26,195650541.12,1.0,758,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
RJF,713c63c2-aa51-449b-bc1d-cb5ef9a7d4ff,Financials,164.75,195493942.745,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
ZBH,fc12f337-b4be-4805-9206-2f67ec0a0057,Health Care,95.36,194257983.7,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
ROL,4cbd2a17-105f-470d-b690-1e58aa0ce908,Industrials,32.43,192602603.505,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
TDY,7e17b48e-68ff-483b-8968-2df4892b4ed4,Information Technology,603.46,190682046.805,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
GNRC,d249df15-5475-4218-af2d-9d7b8fc31b73,Industrials,207.44,188884826.09,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
TROW,ed8a132b-6a31-4c24-859b-2415c6deea5a,Financials,104.16,187150893.70999998,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CPAY,d9d20f68-0a16-493e-9c0c-324ec90edb6c,Financials,397.76,186523331.0,1.0,624,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
PRU,830538b2-f315-42e8-a9d6-1b12e539c5ff,Financials,118.4,186251605.68,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
PTC,24a89c84-6175-465b-ac54-789c3fd8a47b,Information Technology,135.89,185460204.54500002,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
