session,gross_return,transaction_cost,borrow_cost,net_return,gross,net,turnover,missing_held_return
2020-03-27,0.005541633741617579,0.0,4.363861128150511e-05,0.005497995130336074,1.0656452155639602,0.003772341047336026,0.0,False
2020-03-30,0.006609847057401798,0.0,0.00012430896522950036,0.0064855380921722975,1.0175468756875587,0.009263046603833675,0.0,False
2020-03-31,-0.006303107192831259,0.0,4.186622903910389e-05,-0.006344973421870364,1.0345155193696933,0.015770612751498728,0.0,False
2020-04-01,0.0012009144487658695,0.0,4.171644814178212e-05,0.0011591980006240873,1.0246281983296814,0.009527960212983477,0.0,False
2020-04-02,0.005104202969681537,8.256653493958722e-05,4.10958904109589e-05,0.00498054054433099,1.0,1.1796119636642288e-16,0.23380987876369544,False
2020-04-03,-0.0013730931197947387,0.0,4.128783118349424e-05,-0.001414380950978233,1.0097494660644815,0.005078907266121851,0.0,False
2020-04-06,0.0005066726975206217,0.0,0.00012202042334912393,0.00038465227417149776,0.9934322746127076,0.0037110630031466363,0.0,False
2020-04-07,-0.010789417671626441,0.0,4.4036417115677376e-05,-0.010833454088742119,1.0757689304443263,0.004216113962843281,0.0,False
2020-04-08,-0.005161063781419466,0.0,4.534812096558772e-05,-0.005206411902385054,1.0968256482866283,-0.00664529520933967,0.0,False
2020-04-09,-0.003634242071813238,8.841408264324115e-05,4.188968539517759e-05,-0.0037645458398516563,1.0174851875583775,-0.0018304903909437988,0.25,False
2020-04-13,0.006854350395626801,0.0,0.0001726479117804668,0.006681702483846334,1.0447894142281187,-0.00548538243638794,0.0,False
2020-04-14,0.008130926962980158,0.0,4.165583902235056e-05,0.008089271123957806,1.0149852978452727,0.0013598816347422972,0.0,False
2020-04-15,0.0058323327744646426,0.0,4.2086708930756184e-05,0.005790246065533886,1.033524568248849,0.009414650933781642,0.0,False
2020-04-16,0.01127261045856626,0.0,4.022252992567878e-05,0.011232387928640581,0.9939074363543419,0.015159208162824855,0.0,False
2020-04-17,-0.009557759780761356,8.846066213038153e-05,3.929335609641037e-05,-0.009685513798988148,0.9659236268466974,0.009785295167378218,0.25,False
2020-04-20,0.00041013718342531235,0.0,0.0001250126096928564,0.00028512457373245596,1.0142209282461339,0.0002297607374095248,0.0,False
2020-04-21,-0.0006029965876884215,0.0,4.071133952874979e-05,-0.0006437079272171713,0.9912823107217975,0.0006397155222192218,0.0,False
2020-04-22,0.005844088121336018,0.0,3.949428037500252e-05,0.0058045938409610155,0.961064231711086,3.6742586024721136e-05,0.0,False
2020-04-23,-0.0066248416332617905,0.0,3.997577933936438e-05,-0.006664817412601155,0.9785908557993288,0.005846891874795545,0.0,False
2020-04-24,0.0022819850631732217,8.833982272699171e-05,3.993344048771465e-05,0.0021537117999585152,0.9714707231640618,-0.00024299537032806268,0.25,False
2020-04-27,-0.005951189945853415,0.0,0.00012098919134125426,-0.006072179137194669,0.9833913819465554,0.002034607734159824,0.0,False
2020-04-28,-0.010370709959819294,0.0,4.195169513791315e-05,-0.010412661654957207,1.016884071996782,-0.003940509692437914,0.0,False
2020-04-29,-0.010938218665213908,0.0,4.31482704166524e-05,-0.01098136693563056,1.0354794412649406,-0.014461805540267839,0.0,False
2020-04-30,0.0062201877388295655,0.0,4.565005529864479e-05,0.006174537683530921,1.0851359640665938,-0.0256820482004292,0.0,False
2020-05-01,0.006774148034774675,8.847044169163929e-05,4.1155469686656574e-05,0.006644522123396379,1.0000580692633534,-0.0013916931119564852,0.24999999999999997,False
2020-05-04,0.005781905303668523,0.0,0.00011758782643237567,0.005664317477236148,0.9591148526541442,0.005346927147097138,0.0,False
2020-05-05,0.007896682084733046,0.0,3.8855043088848536e-05,0.007857827041644196,0.9565388654244094,0.011066150262428444,0.0,False
2020-05-06,0.00472990042523867,0.0,3.8575945326262896e-05,0.004691324479912408,0.9574963237025419,0.018814987430144713,0.0,False
2020-05-07,-0.0026862250405727266,0.0,3.785892944029707e-05,-0.0027240839700130234,0.9446688966291299,0.023434946915234487,0.0,False
2020-05-08,-0.00659635047417422,5.942264910867284e-05,4.109589041095892e-05,-0.006696869013693852,1.0,-4.85722573273506e-16,0.1682818693303625,False
2020-05-11,0.011581559628020193,0.0,0.00012815181016262014,0.011453407817857572,1.0328127481217604,-0.006640823197269927,0.0,False
2020-05-12,0.004497299813045813,0.0,4.145441866918593e-05,0.004455845394376627,1.0136089765676501,0.004884788950792671,0.0,False
2020-05-13,0.007935118476727607,0.0,4.002628267665288e-05,0.007895092194050954,0.9833133475429374,0.009340469077717226,0.0,False
2020-05-14,-0.0017864901641269945,0.0,3.826105135825664e-05,-0.001824751215485251,0.9481591799773916,0.017140263593146594,0.0,False
2020-05-15,0.0020552406443983444,6.23074311571802e-05,4.109589041095886e-05,0.0019518373228302056,1.0,1.0512424264419451e-15,0.17637163424457628,False
2020-05-18,-0.020001695412876053,0.0,0.00012308538768667702,-0.02012478080056273,1.0004104926443609,0.0020512369635360198,0.0,False
2020-05-19,0.003690951298882319,0.0,4.4845114481879375e-05,0.00364610618440044,1.072911992197172,-0.018319126861893346,0.0,False
2020-05-20,-0.00442710308838702,0.0,4.402761948030972e-05,-0.004471130707867329,1.0567637072441016,-0.014575033443435075,0.0,False
2020-05-21,-0.0031835532477918023,0.0,4.518836136745259e-05,-0.003228741609159255,1.080495980795379,-0.019087479145967402,0.0,False
2020-05-22,0.003761284371943898,7.15026738915752e-05,4.1095890410959034e-05,0.003648685807641364,1.0,-3.1710745140856034e-15,0.2022103927224979,False
2020-05-26,-0.018041747432342343,0.0,0.00016356048406933815,-0.01820530791641168,0.9987405552737693,0.003747610518628843,0.0,False
2020-05-27,-0.009321425889953609,0.0,4.349158692445526e-05,-0.009364917476878063,1.0437360903508346,-0.014559191477576797,0.0,False
2020-05-28,0.008485071259346288,0.0,4.5202417239858046e-05,0.00843986884210643,1.0758191146221372,-0.024106371547741957,0.0,False
2020-05-29,0.009808804885261407,0.0,4.4179904067752144e-05,0.009764624981193655,1.0595537703382831,-0.015490561977019122,0.0,False
2020-06-01,-0.0042834544639517354,8.658167945553821e-05,0.00012328767123287687,-0.004493323814640151,1.0,-1.0928757898653885e-15,0.24474030572671351,False
2020-06-02,-0.0029386313035361425,0.0,4.1772227572799505e-05,-0.002980403531108942,1.0121547493197647,-0.004302788285023271,0.0,False
2020-06-03,-0.009469874697432205,0.0,4.249058755197271e-05,-0.009512365284984179,1.02667456397386,-0.0072630664574759585,0.0,False
2020-06-04,-0.011736604778755117,0.0,4.432343925956164e-05,-0.011780928218014679,1.061643382356643,-0.016893639626023763,0.0,False
2020-06-05,-0.010780426298199964,0.0,4.53922440787985e-05,-0.010825818542278763,1.0755730496883524,-0.028971556229077863,0.0,False
2020-06-08,-0.011899412855515736,8.844490039044927e-05,0.00012333183117270343,-0.012111189587078889,1.0002593889902065,-9.879718838809448e-05,0.25,False
2020-06-09,0.01358114420915199,0.0,4.285064020037423e-05,0.013538293568951617,1.0305536074176882,-0.0121453041247514,0.0,False
2020-06-10,0.016437193794280318,0.0,4.0955020255408045e-05,0.01639623877402491,0.9979888204613343,0.0014166609130717538,0.0,False
2020-06-11,0.00836578198354802,0.0,3.904422844983496e-05,0.008326737755098184,0.9676420665969575,0.01756584098430682,0.0,False
2020-06-12,-0.0070210471792252266,0.0,3.574173055351897e-05,-0.007056788909778746,0.895432923723019,0.02571748025405738,0.0,False
2020-06-15,0.002888326257671112,6.71229423956503e-05,0.00012328767123287665,0.002697915644042585,1.0,4.510281037539698e-16,0.1901839467769305,False
2020-06-16,-0.0010321888898747545,0.0,4.1413779469788124e-05,-0.0010736026693445426,1.0106158551954214,0.0028805547639104596,0.0,False
2020-06-17,0.008466311419580035,0.0,4.22667643313597e-05,0.008424044655248675,1.0303416178137494,0.0018503524173302047,0.0,False
2020-06-18,-2.9822588247639767e-05,0.0,4.1262649326247026e-05,-7.10852375738868e-05,1.0142882820733816,0.010230481801370771,0.0,False
2020-06-19,0.006693096264528794,0.0,4.128884206746384e-05,0.00665180742246133,1.0148965413559092,0.010201384380955438,0.0,False
2020-06-22,0.0050083144692242365,6.539668855711024e-05,0.00012328767123287668,0.00481963010943425,0.9999999999999999,3.469446951953614e-18,0.18571634150113947,False
2020-06-23,-0.00208505788154425,0.0,4.07807442083932e-05,-0.002125838625752643,0.9973157344295395,0.004984292025304857,0.0,False
2020-06-24,0.005811688355283121,0.0,4.100099705809555e-05,0.005770687358225026,1.000596338991449,0.0029054105777905122,0.0,False
2020-06-25,0.0007597799053809111,0.0,3.921928734750431e-05,0.0007205606180334068,0.9630030760241751,0.008667083901570167,0.0,False
2020-06-26,0.0008623239708220972,0.0,3.9664516492602456e-05,0.0008226594543294947,0.9745899773911085,0.009420076071115372,0.0,False
2020-06-29,-0.005243039359443509,6.14089820195317e-05,0.00012328767123287682,-0.005427736012695918,1.0,-9.853229343548264e-16,0.17452111037443124,False
2020-06-30,0.006284837720448878,0.0,4.230245994953447e-05,0.006242535260499344,1.0240882062744536,-0.005271652497551897,0.0,False
2020-07-01,0.0018552310095658587,0.0,4.241761801495737e-05,0.0018128133915509012,1.0331689379804996,0.001006899616536966,0.0,False
2020-07-02,0.0012900679818827177,0.0,4.220272883297166e-05,0.001247865253049746,1.0297900197751304,0.0028569515061534836,0.0,False
2020-07-06,0.00038263172421202664,0.0,0.00016929717865452935,0.0002133345455574973,1.0340330211644568,0.004141851016069949,0.0,False
2020-07-07,0.005180168826282394,7.70807144525906e-05,4.1095890410959014e-05,0.005061992221418845,1.0,-2.706168622523819e-15,0.21901528746357496,False
2020-07-08,0.002471925060206659,0.0,4.004955941518724e-05,0.0024318755007914717,0.9796933580217732,0.0051540789188837255,0.0,False
2020-07-09,0.006619272623891894,0.0,4.0152787500170676e-05,0.006579119836391723,0.9846586659819138,0.0076075034777606035,0.0,False
2020-07-10,-0.005677766695156182,0.0,3.9213728632993505e-05,-0.005716980423789175,0.9683345182847509,0.014133788215242242,0.0,False
2020-07-13,-0.0058406989274170755,0.0,0.00012049528675692676,-0.005961194214174002,0.985855301644793,0.00850464239416484,0.0,False
2020-07-14,0.00276702324245176,5.510454845193933e-05,4.109589041095891e-05,0.0026708228035888615,1.0,-1.8388068845354155e-16,0.15658339128512616,False
2020-07-15,-0.010892768548774977,0.0,4.153879310725919e-05,-0.010934307341882237,1.0135369516423998,0.002759652699092844,0.0,False
2020-07-16,0.0009343947239888979,0.0,4.330590521716483e-05,0.0008910888187717331,1.0455539979752264,-0.008223028975784617,0.0,False
2020-07-17,0.0034404428861046117,0.0,4.3056628897217996e-05,0.003397386257207394,1.040429157952019,-0.007282145213619175,0.0,False
2020-07-20,0.00888439093189352,0.0,0.00012897782341247775,0.008755413108481042,1.0423247617953637,-0.003828694772511347,0.0,False
2020-07-21,-0.004967287384387184,5.334899001238962e-05,4.109589041095887e-05,-0.005061732264810533,1.0,4.961309141293668e-16,0.1516642345841112,False
2020-07-22,-0.00014892895534146224,0.0,4.178258501102722e-05,-0.00019071154035248946,1.0117170102234487,-0.004992558378213604,0.0,False
2020-07-23,-0.004972389920164605,0.0,4.213583066561283e-05,-0.005014525750830218,1.020162744801685,-0.005142468061560348,0.0,False
2020-07-24,0.00012192328142833638,0.0,4.2372337789403735e-05,7.955094363893265e-05,1.0208943847199379,-0.010165834822219638,0.0,False
2020-07-27,0.006386798593781896,0.0,0.00012601185481790332,0.006260786738963992,1.012053043143509,-0.010043112601706754,0.0,False
2020-07-28,-0.0036756778426268732,5.284800680050097e-05,4.109589041095892e-05,-0.0037696217398383333,1.0,-6.036837696399289e-16,0.15029682117103957,False
2020-07-29,0.002295630787417436,0.0,4.102889890384924e-05,0.0022546018885135867,0.9946802871400693,-0.0036895861869287103,0.0,False
2020-07-30,0.005640971118563382,0.0,4.152792935509744e-05,0.005599443189208284,1.0091221279858136,-0.0013908196548907958,0.0,False
2020-07-31,0.0015966759964731716,0.0,4.08024341811353e-05,0.0015558735622920364,0.9970857172391943,0.004226485498235209,0.0,False
2020-08-03,0.004458440750355472,0.0,0.0001220832990165287,0.0043363574513389435,0.9960453186002327,0.005814115466166454,0.0,False
2020-08-04,-0.0012455134571241412,4.450483964782601e-05,4.109589041095902e-05,-0.0013311141871829263,0.9999999999999999,-3.0184188481996443e-15,0.12658549917050593,False
2020-08-05,-5.60234673234912e-05,0.0,4.1408311684009305e-05,-9.74317790075005e-05,1.006355077389976,-0.0012471735875834548,0.0,False
2020-08-06,-0.0003498811063119216,0.0,4.172807406022741e-05,-0.000391609180372149,1.014079811425447,-0.0013033240400868104,0.0,False
2020-08-07,-0.005608343921297216,0.0,4.174699156612838e-05,-0.005650090912863344,1.0141896086321154,-0.0016538528103422732,0.0,False
2020-08-10,-0.00984513246144212,0.0,0.0001275513537223589,-0.009972683815164479,1.0272797404590213,-0.007303461955667653,0.0,False
2020-08-11,-0.007618644818775406,5.871797458184173e-05,4.109589041095899e-05,-0.007718458683768207,1.0,-1.9671764217576992e-15,0.16697687138126438,False
2020-08-12,0.010147466260286777,0.0,4.154968183152407e-05,0.010105916578455254,1.0033643514781436,-0.0076779064222755565,0.0,False
2020-08-13,0.0040439927447079764,0.0,4.1175859734744454e-05,0.004002816884973232,1.0043907725760892,0.002444852363974244,0.0,False
2020-08-14,-0.0019019333370557333,0.0,4.076154043237845e-05,-0.0019426948774881117,0.9983271255244214,0.0064629750032122145,0.0,False
2020-08-17,0.008543067797314577,0.0,0.0001228012334243568,0.00842026656389022,1.000624368512053,0.0045699196256036995,0.0,False
2020-08-18,0.0010074624094282795,5.388717547349095e-05,4.109589041095893e-05,0.0009124793435438296,1.0,-4.996003610813204e-16,0.1533506964253941,False
2020-08-19,0.0010941770941439877,0.0,4.0894219917940424e-05,0.0010532828742260472,0.9960992286287407,0.0010065439588569682,0.0,False
2020-08-20,0.0019364706972333874,0.0,4.0684371185703666e-05,0.0018957863260476836,0.9920848762463794,0.002098510727590208,0.0,False
2020-08-21,0.001981331825347737,0.0,4.036782003759103e-05,0.0019409640053101459,0.9863109673512337,0.004027346436518954,0.0,False
2020-08-24,-0.009685045879843028,0.0,0.00012071517377219539,-0.009805761053615223,0.9851312254898932,0.0059970382265305405,0.0,False
2020-08-25,0.0019331992730803476,5.572720065784727e-05,4.1095890410958905e-05,0.0018363761820115415,1.0,-2.0816681711721685e-17,0.15854047700088747,False
2020-08-26,0.00587516718894278,0.0,4.0958293284095404e-05,0.005834208895658685,0.9985814589456362,0.0019296556993146363,0.0,False
2020-08-27,-0.00781569543001694,0.0,4.057900497413126e-05,-0.00785627443499107,0.9951820064112425,0.007759552040715139,0.0,False
2020-08-28,-0.0037020434533628927,0.0,4.132139239235516e-05,-0.003743364845755248,1.005430626920798,-5.6587959844051766e-05,0.0,False
2020-08-31,0.006714787926784935,0.0,0.00012616872166311034,0.0065886192051218245,1.019595765947656,-0.0037727542086834105,0.0,False
2020-09-01,0.005595755689548784,6.90259957254154e-05,4.10958904109589e-05,0.00548563380341241,1.0000000000000002,3.0184188481996443e-16,0.19599381650348902,False
2020-09-02,-0.0007916174099566763,0.0,4.086846875604562e-05,-0.0008324858787127219,1.000031299956559,0.005565226892782417,0.0,False
2020-09-03,-0.015567151545908327,0.0,4.1647061722144556e-05,-0.015608798607630472,1.018189421995186,0.0047775867563347,0.0,False
2020-09-04,-0.007805513259466193,0.0,4.160787167989556e-05,-0.007847121131146089,1.0014975635511596,-0.010960647326299117,0.0,False
2020-09-08,-0.006830211762166917,0.0,0.00016814192725271535,-0.006998353689419633,1.0039488051569998,-0.01891458563035209,0.0,False
2020-09-09,0.009035024974757888,6.210704748900998e-05,4.109589041095896e-05,0.00893182203685792,1.0,-1.186550857568136e-15,0.17667691531955662,False
2020-09-10,-0.0012007596392115839,0.0,4.096268279153516e-05,-0.001241722322003119,1.0057136547438281,0.008955040149805728,0.0,False
2020-09-11,-0.0019737106937890506,0.0,4.045683133863049e-05,-0.0020141675251276812,0.9922134837181278,0.007763921144785892,0.0,False
2020-09-14,-0.0014503280810575954,0.0,0.00012227558103552577,-0.001572603662093121,0.9975927203972154,0.005801896442395274,0.0,False
2020-09-15,0.0057742380371951976,0.0,4.165336734287735e-05,0.00573258466985232,1.0179236944424315,0.0043584224324158365,0.0,False
2020-09-16,-0.00733682961758123,6.721952789300169e-05,4.109589041095886e-05,-0.00744514503588519,1.0,1.1449174941446927e-15,0.19120982482534166,False
2020-09-17,-0.001650705971762788,0.0,4.1893127107625796e-05,-0.0016925990988704137,1.0120075631750376,-0.007391863110523346,0.0,False
2020-09-18,0.003317834772204803,0.0,4.170869749456516e-05,0.003276126074710238,1.0058537385579487,-0.009057900476470253,0.0,False
2020-09-21,0.010412993384405506,0.0,0.00012307795414699213,0.010289915430258515,0.9925776394821907,-0.005721321932301248,0.0,False
2020-09-22,0.0030684170355729885,0.0,3.941111331522957e-05,0.003029005922257759,0.9636476435925226,0.004643886255269819,0.0,False
2020-09-23,-0.0025423335950033586,6.480160756525428e-05,4.109589041095896e-05,-0.002648231092979572,1.0,-1.1726730697603216e-15,0.184391833214746,False
2020-09-24,0.002110439557202259,0.0,4.038542605083756e-05,0.0020700541311514217,0.9801629497447812,-0.002549084158932853,0.0,False
2020-09-25,0.001786714635413406,0.0,4.032626902236888e-05,0.001746388366391037,0.9808348077515519,-0.00043773845942428335,0.0,False
2020-09-28,0.000452798990345257,0.0,0.00012226336510152576,0.0003305356252437312,0.9930383636035414,0.001346624446721477,0.0,False
2020-09-29,0.003305342382130898,0.0,4.153064747178344e-05,0.0032638117346591145,1.0123779173401086,0.0017988288600447738,0.0,False
2020-09-30,0.0007568409073118295,7.168315466918256e-05,4.109589041095902e-05,0.0006440618622316879,1.0,-2.9906632725840154e-15,0.20386825345285692,False
2020-10-01,0.004004764122012677,0.0,4.129477774481671e-05,0.003963469344267861,1.005595945559232,0.0007563537686920696,0.0,False
2020-10-02,-0.006732515805042255,0.0,4.119101522846869e-05,-0.006773706820270724,1.0070570257361957,0.004742321843457548,0.0,False
2020-10-05,0.0043402069238645995,0.0,0.00012525226619291473,0.004214954657671684,1.0139312811181564,-0.002003766891040787,0.0,False
2020-10-06,-3.610111743122422e-05,0.0,4.220626773959441e-05,-7.830738517081864e-05,1.029345815042092,0.0023266333786278875,0.0,False
2020-10-07,0.0006027645704139935,5.6921396797753176e-05,4.109589041095889e-05,0.0005047472832052813,1.0,3.2612801348363973e-16,0.16200125604683524,False
2020-10-08,-0.0038946573850965824,0.0,4.1794221385803536e-05,-0.003936451606482386,1.0175951808680097,0.0006024604801237662,0.0,False
2020-10-09,0.005317494740672722,0.0,4.267648262116265e-05,0.005274818258051559,1.0351558694198437,-0.0033052076951140402,0.0,False
2020-10-12,0.001907701540824559,0.0,0.00012731930984287944,0.0017803822309816794,1.034702797018191,0.0020017282926131294,0.0,False
2020-10-13,0.005457945822460399,0.0,4.264211238928147e-05,0.005415303710071117,1.0415272167298126,0.003902481923963551,0.0,False
2020-10-14,-0.0010599341137291277,7.44355282347048e-05,4.089041823210959e-05,-0.001175260060195942,0.9950001769813308,-2.699229728619912e-15,0.21176889007560196,False
2020-10-15,-0.0016204734447516317,0.0,4.085349186667928e-05,-0.001661326936618311,0.9930404541448252,-0.001061181277704104,0.0,False
2020-10-16,-0.0014171099791216784,0.0,4.1071424160693534e-05,-0.001458181403282372,0.9967185373354921,-0.0026861172413837828,0.0,False
2020-10-19,-0.0010092759398078216,0.0,0.0001235529423308885,-0.0011328288821387102,0.9980424241430044,-0.0041092192075358955,0.0,False
2020-10-20,-0.0005456153825355673,0.0,4.0787288767985605e-05,-0.0005864026713035529,0.9873663932518159,-0.005124300102500617,0.0,False
2020-10-21,-0.002346029515429732,5.087852245521869e-05,4.0491795896197366e-05,-0.0024373998337811477,0.9853003668074696,2.8449465006019636e-16,0.14482665616253193,False
2020-10-22,-0.009485278924052175,0.0,4.0490617536254426e-05,-0.009525769541588429,0.9829199316831871,-0.002351761699003696,0.0,False
2020-10-23,0.0023583361293248884,0.0,4.1608446720676894e-05,0.0023167276826042116,1.000521321565945,-0.011950881970525795,0.0,False
2020-10-26,0.004356040616743041,0.0,0.00012495191798202678,0.0042310886987610135,1.003928516407587,-0.009570373891074603,0.0,False
2020-10-27,0.00462639585833336,0.0,4.043056383251413e-05,0.0045859652945008465,0.978618022669156,-0.005192363922021229,0.0,False
2020-10-28,-0.001673964755995167,5.088457091388696e-05,4.1095890410958966e-05,-0.001765945217320013,1.0,-1.5543122344752192e-15,0.1447580285458418,False
2020-10-29,-0.000929618303259581,0.0,3.9979617066706995e-05,-0.0009695979203262879,0.971160422507553,-0.0016769261156504775,0.0,False
2020-10-30,-0.007736753121562096,0.0,4.046307952410032e-05,-0.007777216201086196,0.9819925275813066,-0.0026090741718010034,0.0,False
2020-11-02,-0.002198252293338777,0.0,0.00012242123045049443,-0.002320673523789271,0.9825452828407008,-0.01042691970219848,0.0,False
2020-11-03,-0.001283066418505573,0.0,4.1700871915640285e-05,-0.0013247672904212135,1.002066677564649,-0.012654539049264602,0.0,False
2020-11-04,0.013623868579600707,5.941640671395803e-05,4.109589041095886e-05,0.013523356282475791,1.0,1.2281842209915794e-15,0.16909110664557508,False
2020-11-05,0.0043370466043088415,0.0,4.0280533434829654e-05,0.004296766070874012,0.9936017333694755,0.013442086455287248,0.0,False
2020-11-06,0.005165945452602063,0.0,4.087161763814351e-05,0.00512507383496392,1.0122457629829307,0.017703067121438334,0.0,False
2020-11-09,-0.04104427800556873,0.0,0.00012168728911506922,-0.0411659652946838,1.009771527641646,0.022752404819417857,0.0,False
2020-11-10,-0.010033464816658032,0.0,4.5148468364899336e-05,-0.01007861328502293,1.079535525478394,-0.019077204734156746,0.0,False
2020-11-11,0.011829333392703593,5.970428061687318e-05,4.109589041095892e-05,0.011728533221675762,1.0,-4.683753385137379e-16,0.16981953855930976,False
2020-11-12,0.0033666145420559136,0.0,4.031286619944993e-05,0.0033263016758564635,0.992638611877834,0.011692201024552169,0.0,False
2020-11-13,-0.007818551732566686,0.0,3.947150823494706e-05,-0.007858023240801633,0.9754822585161512,0.015008891465772736,0.0,False
2020-11-16,-0.006242829911219424,0.0,0.00012254008721417583,-0.0063653699984336,1.001183552058808,0.0072472890993817915,0.0,False
2020-11-17,0.0020250918098580597,0.0,4.203420877290482e-05,0.0019830576010851546,1.0238433073758944,0.0010108939018769886,0.0,False
2020-11-18,0.0012736227362233768,5.821347892453516e-05,4.109589041095893e-05,0.0011743133668878829,0.9999999999999998,-7.7021722333370235e-16,0.1655383622095537,False
2020-11-19,0.0029080711377066416,0.0,4.0604303793056615e-05,0.002867466833913585,0.9893101878226775,0.0012721288582999007,0.0,False
2020-11-20,0.0019564310304159187,0.0,4.062244377356759e-05,0.0019158085866423512,0.9926477128408286,0.0041682476840170825,0.0,False
2020-11-23,-0.0039536990248707216,0.0,0.00012080441605555598,-0.004074503440926277,0.9859710087784332,0.006112967438923669,0.0,False
2020-11-24,-0.012296515945454596,0.0,4.1174186844287196e-05,-0.012337690132298884,1.0040733155655452,0.0021681023545568334,0.0,False
2020-11-25,0.005815713117536106,6.691870419883992e-05,4.109589041095893e-05,0.005707698522926307,1.0,-6.626643678231403e-16,0.19029705313945622,False
2020-11-27,0.004578802235837558,0.0,8.103058899060217e-05,0.004497771646846956,0.9916548732206982,0.005782707168372019,0.0,False
2020-11-30,0.006051321398658425,0.0,0.00012076386596865225,0.005930557532689773,0.9898442494543069,0.010315114375238663,0.0,False
2020-12-01,-0.0022250449508776785,0.0,3.9497550353518216e-05,-0.0022645425012311968,0.9773770045258203,0.016269945923543746,0.0,False
2020-12-02,-0.006288550525479228,0.0,4.01199027721141e-05,-0.006328670428251342,0.9903277458904907,0.014076778435714143,0.0,False
2020-12-03,-0.0025068019366188063,6.222562165417915e-05,4.109589041095893e-05,-0.0026101234486839444,1.0,-6.314393452555578e-16,0.17687450915494246,False
2020-12-04,-0.003773597306443967,0.0,4.1467167620624643e-05,-0.003815064474064592,1.0065210499798374,-0.0025133621220291766,0.0,False
2020-12-07,0.004712099290372782,0.0,0.0001270933170757479,0.004585005973297035,1.0245569798416785,-0.006311036439387567,0.0,False
2020-12-08,0.0011999178062290262,0.0,4.18205041146519e-05,0.0011580973021143744,1.0160406273173372,-0.0015916394725259062,0.0,False
2020-12-09,-0.00847928126609009,0.0,4.1862343003991055e-05,-0.00852114360909408,1.0182590778911917,-0.0003912685392571738,0.0,False
2020-12-10,0.0020656967790700035,8.48414119543608e-05,4.109589041095892e-05,0.0019397594767046839,0.9999999999999999,-4.579669976578771e-16,0.24099766104783843,False
2020-12-11,0.0014229902489038427,0.0,4.094162855599507e-05,0.0013820486203478476,0.9983079924441942,0.0020616975816474814,0.0,False
2020-12-14,0.005167390683664629,0.0,0.00012198750747206236,0.005045403176192567,0.9929341057427088,0.00347987846931384,0.0,False
2020-12-15,-0.0008247318774451592,0.0,4.008230553530412e-05,-0.0008648141829804632,0.9839399605734378,0.008603859214370756,0.0,False
2020-12-16,0.0019914701997252185,0.0,4.07375865722797e-05,0.0019507326131529387,0.9990671339184569,0.007785860659650801,0.0,False
2020-12-17,0.003005477551608457,8.057690386394156e-05,4.109589041095892e-05,0.0028838047573335563,1.0000000000000002,-4.926614671774132e-16,0.22917024503264632,False
2020-12-18,0.001952723381889974,0.0,4.116369609993257e-05,0.0019115596857900415,1.0046467736955098,0.002996835263817204,0.0,False
2020-12-21,0.002016646838123639,0.0,0.000122684221764331,0.0018939626163593081,1.0000454696311025,0.004940115320417538,0.0,False
2020-12-22,0.004499564277552222,0.0,4.049739594974018e-05,0.004459066881602481,0.9923802459954818,0.006943611218470855,0.0,False
2020-12-23,-0.0071312796791804115,0.0,4.0070829374765826e-05,-0.007171350508555177,0.9864492242482257,0.011392376128923846,0.0,False
2020-12-24,0.002152413175032458,6.091692713987041e-05,4.109589041095889e-05,0.0020504003574816285,0.9999999999999999,1.942890293094024e-16,0.17328102275065077,False
2020-12-28,-0.004429994407497603,0.0,0.00016402047928510736,-0.00459401488678271,0.999939257881226,0.00214800889682272,0.0,False
2020-12-29,0.00045937864692289793,0.0,4.14422700687893e-05,0.0004179363768541086,1.0061360543042739,-0.0022925173695990154,0.0,False
2020-12-30,5.182234520737102e-05,0.0,4.118966852941315e-05,1.0632676677957871e-05,1.0004495613083377,-0.001832372907382189,0.0,False
2020-12-31,-0.002066818471920993,0.0,4.143073225441525e-05,-0.0021082492041754083,1.0063672865604132,-0.0017805316303576933,0.0,False
2021-01-04,0.005244753578467142,4.303330043445519e-05,0.00016438356164383557,0.005037336716388851,1.0,7.979727989493313e-17,0.12241949402153504,False
2021-01-05,-0.0006698472668276968,0.0,4.008120140991251e-05,-0.0007099284682376092,0.980527700713908,0.005218466406036855,0.0,False
2021-01-06,-0.008608934646705126,0.0,4.056183855957965e-05,-0.008649496485264705,0.9915565889106578,0.004551850627552825,0.0,False
2021-01-07,0.005997272232385522,0.0,4.2053022170286744e-05,0.005955219210215235,1.0191977242164465,-0.004092481927197623,0.0,False
2021-01-08,0.00359295900325247,0.0,4.21111653133102e-05,0.0035508478379391597,1.0265985366380375,0.0018935140141559791,0.0,False
2021-01-11,-0.0008529873752060065,5.450896777799924e-05,0.0001232876712328767,-0.0010307840142168823,1.0,1.1449174941446927e-16,0.15514301231330424,False
2021-01-12,-0.0020147688898383364,0.0,4.110467248800731e-05,-0.0020558735623263436,0.9993598296799738,-0.0008538675282041969,0.0,False
2021-01-13,0.0003350432856153913,0.0,4.152307200704884e-05,0.00029352021360834246,1.0075202060501045,-0.002874546121417288,0.0,False
2021-01-14,-0.003961670635651312,0.0,4.1380301493155325e-05,-0.004003050937144467,1.0043819120076682,-0.00253875765911148,0.0,False
2021-01-15,0.002291271898381468,0.0,4.18635973893839e-05,0.0022494083009920837,1.012154315383773,-0.006526554424568358,0.0,False
