experiment,cross_sectional_weight,eligible,development_sessions,development_total_return,development_cagr,development_annual_volatility,development_sharpe,development_max_drawdown,development_positive_day_rate,development_status,development_gross_sharpe,development_gross_cagr,development_annual_turnover,development_annual_transaction_cost,development_annual_borrow_cost,development_maximum_abs_net,development_maximum_net_budget_ratio,development_maximum_factor_budget_ratio,development_maximum_sleeve_budget_ratio,development_average_gross,development_average_eligible_assets,development_worst_calendar_year_return
E050,0.5,False,1007,0.1405840091269095,0.03346554508424204,0.08474385048880531,0.43087139635973437,-0.15160383490320495,0.5283018867924528,COMPLETED,0.4839170964367025,0.03811589325369136,6.689428327630891,0.0013942952423964196,0.0030948598586462627,0.6000000000786039,1.0000000001310065,1.0000000000950808,1.0,1.000524127845199,19.0,-0.06845415968665425
