experiment,selectable,eligible,status,reason,train_sessions,train_total_return,train_cagr,train_annual_volatility,train_sharpe,train_max_drawdown,train_positive_day_rate,train_status,train_gross_sharpe,train_gross_cagr,train_annual_turnover,train_annual_transaction_cost,train_annual_borrow_cost,train_maximum_abs_net,train_maximum_net_budget_ratio,train_maximum_factor_budget_ratio,train_maximum_sleeve_budget_ratio,train_average_gross,train_average_eligible_assets,train_worst_calendar_year_return,development_sessions,development_total_return,development_cagr,development_annual_volatility,development_sharpe,development_max_drawdown,development_positive_day_rate,development_status,development_gross_sharpe,development_gross_cagr,development_annual_turnover,development_annual_transaction_cost,development_annual_borrow_cost,development_maximum_abs_net,development_maximum_net_budget_ratio,development_maximum_factor_budget_ratio,development_maximum_sleeve_budget_ratio,development_average_gross,development_average_eligible_assets,development_worst_calendar_year_return
R00,False,False,COMPLETED,OK,2267,0.8053535477740101,0.06787272199506034,0.09691084136226215,0.7261237235857818,-0.15234304351572758,0.5319805910895457,COMPLETED,0.7832106832366987,0.0737973663537308,7.87267258829238,0.00163100509708684,0.003903396111860124,0.6000000000220903,1.0000000000368172,1.0000000000770333,1.0,0.9938989873401598,18.922737306843267,-0.060793952178518906,1007,0.22254306773808685,0.05156883416678393,0.08441006921557152,0.6379378817968135,-0.16433195402504397,0.5134061569016882,COMPLETED,0.7044891698693833,0.05749014436538613,7.303845322738737,0.0015231018501927714,0.004092949010232148,0.5000000000073327,0.8333333333455545,1.0000000001170506,1.0,0.9997919965290316,19.0,-0.09405830121324144
R01,True,False,COMPLETED,OK,2267,0.645773927791859,0.05694341102072875,0.09061270171117146,0.6565414801406653,-0.15234304351451156,0.5310983678870754,COMPLETED,0.7151670539518169,0.06257208758827604,7.762960599498696,0.0016065322849934233,0.0037059321318445746,0.5999999999963189,0.9999999999938649,1.0000000001283533,1.0,0.907592267251843,18.922737306843267,-0.061971006684156005,1007,0.12847079619509816,0.030707918266365875,0.07784274167696063,0.42748257314086774,-0.15727172379508791,0.5124131082423039,COMPLETED,0.49818454021658326,0.03639594958965442,7.3268147665387025,0.001526063753965981,0.003978064633616877,0.5000000000137758,0.833333333356293,1.0000000000634928,1.0,0.9698972733506616,19.0,-0.08804750027174202
