symbol,security_id,sector,theoretical_weight,approved_weight,order_authorized
FDX,4f42e4ef-1f4c-4c7f-9a92-6a25c999031d,Industrials,0.0046376495082827,0.0,False
CVS,4f4530c8-5ba0-4b16-86ec-b0ce753c5ac8,Health Care,0.0040316983559062,0.0,False
V,4f5baf1e-0e9b-4d85-b88a-d874dc4a3c42,Financials,0.0003183481771959,0.0,False
REGN,5098a4d2-0917-4184-862c-17dbefde2ed4,Health Care,0.002952977146688,0.0,False
MTD,51fa61cb-6769-4e6e-b721-69348ce359f5,Health Care,-0.003748123816819,0.0,False
ZTS,5344140c-ca01-4435-8a4a-217d4496bd35,Health Care,-0.0062337762688002,0.0,False
USB,5553e8c9-004d-479d-a18c-83a42a87ed10,Financials,0.0035004409402713,0.0,False
CDW,55ed1ba5-6299-42a2-809a-50f8a4bd354b,Information Technology,-0.0030608565361842,0.0,False
APD,57ca9916-468b-4c77-8be7-2495a7c17df2,Materials,-0.002157597903898,0.0,False
COF,58173a3c-c7e1-4150-b48f-1af063a88e26,Financials,-0.0039325555990995,0.0,False
CHTR,596b0016-1d8d-4e2e-9ab3-bfe7514b6be8,Communication,-0.0046132231415307,0.0,False
SO,5a71649b-e578-4229-81a3-d3a5c1351dd7,Utilities,0.0003140349289699,0.0,False
HUM,5acb47e5-91b2-4c34-becd-a320436890d7,Health Care,0.0031534521324855,0.0,False
KMB,5ca2cc07-2657-4769-9491-1c89b5f58a76,Consumer Staples,-0.0034418906388769,0.0,False
CMCSA,5ddc1e60-daca-45da-b2de-f3ee597e60bc,Communication,-0.0001173374428922,0.0,False
PSA,5df9640c-c98a-4bd8-b5c5-2f2afc8a8a26,Real Estate,-0.0006646948654656,0.0,False
ODFL,5e255d55-471d-45fc-ad7a-65c904018bf2,Industrials,0.0024448297448539,0.0,False
LVS,612794e4-dbcc-4814-8ea2-3aa1e47523e3,Consumer Discretionary,-0.0021564133032857,0.0,False
CTAS,61f340d1-ed59-405d-ad94-8f2ec9d470ea,Industrials,-0.0028534138575207,0.0,False
MNST,63595036-ec71-4cd5-9979-4997252d23f6,Consumer Staples,0.0036469746338962,0.0,False
MPC,639306f2-59d8-46e0-95e7-0fe917d34f13,Energy,0.0057139154378371,0.0,False
NVR,6521415f-8f5c-48be-ab46-c854cd21c7b7,Consumer Discretionary,-0.0028424611965046,0.0,False
AJG,661531e0-6ce1-4238-b3d7-7247ddf8a99c,Financials,-0.0005874778613413,0.0,False
CASY,661997db-e507-415e-9f06-c4c2d9d4227b,Consumer Staples,0.0052959150184121,0.0,False
AME,6642e128-03ee-4bc9-bd3f-8f49424480d7,Industrials,0.0016879323522393,0.0,False
CNC,67956c95-90f3-4316-8dcf-56f8aa497dcb,Health Care,0.0052860646280413,0.0,False
GOOGL,69b15845-7c63-4586-b274-1cfdfe9df3d8,Communication,0.0032941360129235,0.0,False
LMT,6ae1929e-adcd-4de1-9647-25763c8a4548,Industrials,0.0053743630504588,0.0,False
AON,6c21ef75-b953-4434-8119-501a26656625,Financials,0.0010332446708231,0.0,False
TSCO,6c288372-d98d-496a-b32f-56b65e485246,Consumer Discretionary,-0.0042041179037051,0.0,False
ADP,6ca2e51d-21df-4ff0-a134-abfdbe084142,Industrials,-0.0010170450740417,0.0,False
